ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
chr1:227921126-227921382:227921607-227921784|-|227920728|227922351	ENSG00000081692.12_3	JMJD4	chr1	-	227921126	227921382	227921607	227921784	227920629	227920728	227922351	227922517	chr1:227921126-227921382:227921607-227921784|-|227920728|227922351	0,0,5	50,37,49	7,11,0	29,16,23	200	200	0.000294426822261	0.00646347410286	0.0,0.0,0.093	0.194,0.407,0.0	-0.169
chr1:203642639-203642702:203649870-203649995|+|203596347|203651869	ENSG00000058668.14_4	ATP2B4	chr1	+	203642639	203642702	203649870	203649995	203595914	203596347	203651869	203652526	chr1:203642639-203642702:203649870-203649995|+|203596347|203651869	0,0,0	22,5,23	9,3,0	78,61,35	163	200	0.000471945517254	0.00938201495073	0.0,0.0,0.0	0.124,0.057,0.0	-0.06
chr1:155638417-155638486:155640110-155640255|-|155631214|155644800	ENSG00000163374.19_4	YY1AP1	chr1	-	155638417	155638486	155640110	155640255	155631097	155631214	155644800	155644887	chr1:155638417-155638486:155640110-155640255|-|155631214|155644800	39,12,35	234,203,249	35,33,49	152,170,119	200	169	4.95941919364e-05	0.0015481950218	0.123,0.048,0.106	0.163,0.141,0.258	-0.095
chr1:155642393-155642522:155644800-155644878|-|155640255|155646338	ENSG00000163374.19_4	YY1AP1	chr1	-	155642393	155642522	155644800	155644878	155640187	155640255	155646338	155646537	chr1:155642393-155642522:155644800-155644878|-|155640255|155646338	0,0,0	21,12,30	7,0,5	13,19,18	178	200	3.09952047117e-06	0.00015512979535	0.0,0.0,0.0	0.377,0.0,0.238	-0.205
chr1:155650206-155650247:155657861-155658032|-|155644887|155658720	ENSG00000163374.19_4	YY1AP1	chr1	-	155650206	155650247	155657861	155658032	155644800	155644887	155658720	155658791	chr1:155650206-155650247:155657861-155658032|-|155644887|155658720	0,1,0	12,12,19	1,9,0	11,10,8	200	141	0.000371175338855	0.0077535474808	0.0,0.055,0.0	0.06,0.388,0.0	-0.131
chrX:134427655-134428184:134429693-134429848|-|134426399|134475692	ENSG00000186376.15_3	ZNF75D	chrX	-	134427655	134428184	134429693	134429848	134426206	134426399	134475692	134478034	chrX:134427655-134428184:134429693-134429848|-|134426399|134475692	0,2,0	49,69,77	1,11,8	71,82,53	200	200	7.3399033137e-06	0.000321626668688	0.0,0.028,0.0	0.014,0.118,0.131	-0.078
chr3:28312436-28312564:28335924-28336020|+|28304871|28357823	ENSG00000187118.13_4	CMC1	chr3	+	28312436	28312564	28335924	28336020	28304781	28304871	28357823	28361253	chr3:28312436-28312564:28335924-28336020|+|28304871|28357823	0,0,0	41,27,39	6,0,4	14,26,23	200	196	2.6238526097e-05	0.000925465164309	0.0,0.0,0.0	0.296,0.0,0.146	-0.147
chr1:241789474-241789613:241791710-241791795|-|241767881|241803183	ENSG00000054277.14_4	OPN3	chr1	-	241789474	241789613	241791710	241791795	241767721	241767881	241803183	241803671	chr1:241789474-241789613:241791710-241791795|-|241767881|241803183	10,12,22	4,6,3	14,26,17	0,0,1	185	200	2.30457339079e-06	0.000120215064153	0.73,0.684,0.888	1.0,1.0,0.948	-0.215
chr2:10546320-10546487:10548514-10548595|+|10537046|10548687	ENSG00000115756.13_4	HPCAL1	chr2	+	10546320	10546487	10548514	10548595	10536960	10537046	10548687	10548860	chr2:10546320-10546487:10548514-10548595|+|10537046|10548687	87,33,59	33,19,37	35,61,38	8,5,11	200	181	0.000217533656388	0.00509557549552	0.705,0.611,0.591	0.798,0.917,0.758	-0.189
chr19:6452322-6452490:6453991-6454191|-|6444312|6454333	ENSG00000125648.15_4	SLC25A23	chr19	-	6452322	6452490	6453991	6454191	6444161	6444312	6454333	6454486	chr19:6452322-6452490:6453991-6454191|-|6444312|6454333	117,166,137	557,798,840	136,157,158	462,598,474	200	200	0.000118917367009	0.00314943876337	0.174,0.172,0.14	0.227,0.208,0.25	-0.066
chr19:6452322-6452490:6453991-6454235|-|6444312|6454333	ENSG00000125648.15_4	SLC25A23	chr19	-	6452322	6452490	6453991	6454235	6444161	6444312	6454333	6454486	chr19:6452322-6452490:6453991-6454235|-|6444312|6454333	124,160,140	557,798,840	140,157,163	462,598,474	200	200	8.41644695618e-05	0.00237828817109	0.182,0.167,0.143	0.233,0.208,0.256	-0.068
chr2:20406466-20406520:20413942-20414039|-|20405185|20424562	ENSG00000115884.11_3	SDC1	chr2	-	20406466	20406520	20413942	20414039	20405103	20405185	20424562	20424891	chr2:20406466-20406520:20413942-20414039|-|20405185|20424562	3,17,7	0,7,2	10,9,10	1,0,0	197	154	0.000111306901465	0.00297789910528	1.0,0.655,0.732	0.887,1.0,1.0	-0.167
chr1:150597975-150598284:150599942-150600059|-|150595335|150601889	ENSG00000143420.18_3	ENSA	chr1	-	150597975	150598284	150599942	150600059	150595319	150595335	150601889	150602072	chr1:150597975-150598284:150599942-150600059|-|150595335|150601889	0,3,2	8,4,14	1,2,32	0,4,4	200	200	0.000295150434865	0.0064754033716	0.0,0.429,0.125	1.0,0.333,0.889	-0.556
chr17:73751781-73751931:73752509-73752919|+|73751294|73753023	ENSG00000132470.14_5	ITGB4	chr17	+	73751781	73751931	73752509	73752919	73751135	73751294	73753023	73753188	chr17:73751781-73751931:73752509-73752919|+|73751294|73753023	6,49,25	10,45,0	24,39,24	0,3,0	200	200	1.47117242933e-05	0.000571338577834	0.375,0.521,1.0	1.0,0.929,1.0	-0.344
chr1:247468322-247468573:247471236-247471329|-|247464578|247471776	ENSG00000162714.12_3	ZNF496	chr1	-	247468322	247468573	247471236	247471329	247461502	247464578	247471776	247477154	chr1:247468322-247468573:247471236-247471329|-|247464578|247471776	99,60,62	20,9,16	96,90,99	6,5,3	193	200	1.1609428473e-06	6.67529174459e-05	0.837,0.874,0.801	0.943,0.949,0.972	-0.117
chr1:203800790-203800899:203802918-203803230|+|203799331|203807093	ENSG00000257315.2_4	ZBED6	chr1	+	203800790	203800899	203802918	203803230	203799250	203799331	203807093	203807192	chr1:203800790-203800899:203802918-203803230|+|203799331|203807093	0,3,0	38,60,76	21,4,0	63,99,62	200	200	9.13983403923e-05	0.00254413456046	0.0,0.048,0.0	0.25,0.039,0.0	-0.08
chr5:77786901-77787028:77803884-77803986|-|77784976|77805606	ENSG00000145685.14_4	LHFPL2	chr5	-	77786901	77787028	77803884	77803986	77784634	77784976	77805606	77806221	chr5:77786901-77787028:77803884-77803986|-|77784976|77805606	4,0,4	86,52,84	11,5,10	33,15,16	200	200	9.68710667237e-10	1.17986576443e-07	0.044,0.0,0.045	0.25,0.25,0.385	-0.265
chr5:77786901-77787148:77803884-77803986|-|77784976|77805606	ENSG00000145685.14_4	LHFPL2	chr5	-	77786901	77787148	77803884	77803986	77784634	77784976	77805606	77806221	chr5:77786901-77787148:77803884-77803986|-|77784976|77805606	4,0,4	86,52,86	11,5,10	38,11,19	200	200	1.09404785231e-09	1.32500207438e-07	0.044,0.0,0.044	0.224,0.313,0.345	-0.265
chr5:77790184-77790354:77803884-77803986|-|77784976|77805606	ENSG00000145685.14_4	LHFPL2	chr5	-	77790184	77790354	77803884	77803986	77784634	77784976	77805606	77806221	chr5:77790184-77790354:77803884-77803986|-|77784976|77805606	4,0,4	38,45,69	11,5,10	41,21,22	200	200	3.81814413686e-06	0.000185210202027	0.095,0.0,0.055	0.212,0.192,0.313	-0.189
chr5:77790241-77790354:77803884-77803986|-|77784976|77805606	ENSG00000145685.14_4	LHFPL2	chr5	-	77790241	77790354	77803884	77803986	77784634	77784976	77805606	77806221	chr5:77790241-77790354:77803884-77803986|-|77784976|77805606	4,0,4	37,32,55	11,5,10	34,12,12	200	200	1.76121268936e-06	9.57106465294e-05	0.098,0.0,0.068	0.244,0.294,0.455	-0.276
chr8:141606774-141606978:141615895-141616013|-|141583031|141645583	ENSG00000123908.12_4	AGO2	chr8	-	141606774	141606978	141615895	141616013	141583000	141583031	141645583	141645732	chr8:141606774-141606978:141615895-141616013|-|141583031|141645583	24,11,12	5,2,1	13,26,15	0,0,0	200	200	0.000233807543621	0.00539336734739	0.828,0.846,0.923	1.0,1.0,1.0	-0.134
chr2:228205007-228205128:228217229-228217289|+|228197304|228220392	ENSG00000168958.19_7	MFF	chr2	+	228205007	228205128	228217229	228217289	228197134	228197304	228220392	228220477	chr2:228205007-228205128:228217229-228217289|+|228197304|228220392	643,808,718	228,325,313	1018,1042,1059	231,254,263	200	160	3.9131292473e-07	2.59812408096e-05	0.693,0.665,0.647	0.779,0.766,0.763	-0.101
chr2:228207443-228207535:228211941-228212096|+|228205096|228220392	ENSG00000168958.19_7	MFF	chr2	+	228207443	228207535	228211941	228212096	228205007	228205096	228220392	228220477	chr2:228207443-228207535:228211941-228212096|+|228205096|228220392	11,16,6	248,340,324	29,31,35	250,256,299	192	200	1.12001040664e-08	1.11257823882e-06	0.044,0.047,0.019	0.108,0.112,0.109	-0.073
chr2:228207443-228207535:228211941-228212100|+|228205096|228220392	ENSG00000168958.19_7	MFF	chr2	+	228207443	228207535	228211941	228212100	228205007	228205096	228220392	228220477	chr2:228207443-228207535:228211941-228212100|+|228205096|228220392	11,16,6	288,376,359	29,31,35	280,306,353	192	200	2.93274046159e-08	2.63659921107e-06	0.038,0.042,0.017	0.097,0.095,0.094	-0.063
chr2:228207460-228207535:228211941-228212096|+|228205096|228217229	ENSG00000168958.19_7	MFF	chr2	+	228207460	228207535	228211941	228212096	228205007	228205096	228217229	228217289	chr2:228207460-228207535:228211941-228212096|+|228205096|228217229	71,46,72	248,342,324	93,102,111	250,257,301	175	200	3.26482705514e-05	0.00110667149836	0.247,0.133,0.203	0.298,0.312,0.296	-0.108
chr2:228207460-228207535:228211963-228212100|+|228205096|228217229	ENSG00000168958.19_7	MFF	chr2	+	228207460	228207535	228211963	228212100	228205007	228205096	228217229	228217289	chr2:228207460-228207535:228211963-228212100|+|228205096|228217229	71,46,72	354,392,427	93,102,111	261,312,388	175	200	1.08386730147e-07	8.48249704506e-06	0.186,0.118,0.162	0.289,0.272,0.246	-0.114
chr2:228207460-228207535:228212058-228212100|+|228205096|228217229	ENSG00000168958.19_7	MFF	chr2	+	228207460	228207535	228212058	228212100	228205007	228205096	228217229	228217289	chr2:228207460-228207535:228212058-228212100|+|228205096|228217229	71,46,72	212,191,233	93,102,111	129,158,213	175	142	6.42500076475e-08	5.28195784453e-06	0.214,0.163,0.2	0.369,0.344,0.297	-0.144
chr2:228207460-228207535:228211941-228212096|+|228205096|228220392	ENSG00000168958.19_7	MFF	chr2	+	228207460	228207535	228211941	228212096	228205007	228205096	228220392	228220477	chr2:228207460-228207535:228211941-228212096|+|228205096|228220392	81,68,77	248,340,324	132,133,138	250,256,299	175	200	5.26464877249e-08	4.41257085267e-06	0.272,0.186,0.214	0.376,0.373,0.345	-0.141
chr10:75464743-75464836:75473023-75473084|-|75457478|75478917	ENSG00000242288.9_7	AC022400.3	chr10	-	75464743	75464836	75473023	75473084	75457290	75457478	75478917	75479057	chr10:75464743-75464836:75473023-75473084|-|75457478|75478917	0,0,0	40,28,46	1,8,0	29,34,14	161	193	0.000246846765842	0.00562959302648	0.0,0.0,0.0	0.04,0.22,0.0	-0.087
chr10:75464743-75464836:75473023-75473090|-|75457478|75478917	ENSG00000242288.9_7	AC022400.3	chr10	-	75464743	75464836	75473023	75473090	75457290	75457478	75478917	75479057	chr10:75464743-75464836:75473023-75473090|-|75457478|75478917	0,0,2	40,28,46	6,7,5	29,34,14	167	193	1.36282055641e-07	1.03816283096e-05	0.0,0.0,0.048	0.193,0.192,0.292	-0.21
chr10:75475876-75475934:75477772-75477923|-|75473090|75478917	ENSG00000242288.9_7	AC022400.3	chr10	-	75475876	75475934	75477772	75477923	75472955	75473090	75478917	75479057	chr10:75475876-75475934:75477772-75477923|-|75473090|75478917	259,158,334	44,36,55	272,325,205	24,16,18	200	158	2.26631081457e-07	1.61646866129e-05	0.823,0.776,0.828	0.9,0.941,0.9	-0.105
chr10:75475876-75475934:75477772-75478068|-|75473090|75478917	ENSG00000242288.9_7	AC022400.3	chr10	-	75475876	75475934	75477772	75478068	75472955	75473090	75478917	75479057	chr10:75475876-75475934:75477772-75478068|-|75473090|75478917	77,49,124	44,36,55	89,107,57	24,16,18	200	158	6.92781458272e-05	0.00202539292978	0.58,0.518,0.64	0.746,0.841,0.714	-0.188
chr10:75475876-75475934:75477828-75477923|-|75473090|75478917	ENSG00000242288.9_7	AC022400.3	chr10	-	75475876	75475934	75477828	75477923	75472955	75473090	75478917	75479057	chr10:75475876-75475934:75477828-75477923|-|75473090|75478917	174,108,208	44,36,55	178,210,145	24,16,18	195	158	2.35967252293e-07	1.66822757058e-05	0.762,0.709,0.754	0.857,0.914,0.867	-0.138
chr1:229789995-229790113:229790114-229790135|+|229783499|229794846	ENSG00000135763.10_3	URB2	chr1	+	229789995	229790113	229790114	229790135	229783256	229783499	229794846	229795947	chr1:229789995-229790113:229790114-229790135|+|229783499|229794846	2,1,2	85,66,90	2,6,5	34,25,47	200	121	0.000427437391339	0.00865905425035	0.014,0.009,0.013	0.034,0.127,0.06	-0.062
chr1:228456230-228456506:228460972-228461160|+|228452092|228461470	ENSG00000154358.21_4	OBSCN	chr1	+	228456230	228456506	228460972	228461160	228451816	228452092	228461470	228461749	chr1:228456230-228456506:228460972-228461160|+|228452092|228461470	22,6,9	10,1,10	17,20,6	1,2,0	200	200	4.34298208583e-05	0.00139014299784	0.688,0.857,0.474	0.944,0.909,1.0	-0.278
chr1:12030741-12030873:12032928-12033058|+|12027148|12034709	ENSG00000083444.17_4	PLOD1	chr1	+	12030741	12030873	12032928	12033058	12027043	12027148	12034709	12035594	chr1:12030741-12030873:12032928-12033058|+|12027148|12034709	0,0,0	12,28,34	9,2,3	16,16,26	200	200	6.17720943619e-07	3.84738240356e-05	0.0,0.0,0.0	0.36,0.111,0.103	-0.191
chr2:203085256-203085363:203089732-203089830|-|203084829|203103162	ENSG00000116030.16_2	SUMO1	chr2	-	203085256	203085363	203089732	203089830	203084754	203084829	203103162	203103331	chr2:203085256-203085363:203089732-203089830|-|203084829|203103162	6,0,8	9,8,9	10,11,9	0,1,4	198	200	1.12451883766e-05	0.000458134668229	0.402,0.0,0.473	1.0,0.917,0.694	-0.579
chr2:203085256-203085363:203089732-203089856|-|203084829|203103162	ENSG00000116030.16_2	SUMO1	chr2	-	203085256	203085363	203089732	203089856	203084754	203084829	203103162	203103331	chr2:203085256-203085363:203089732-203089856|-|203084829|203103162	7,0,11	9,8,9	15,11,9	0,1,4	200	200	2.5610024232e-05	0.000906525850874	0.438,0.0,0.55	1.0,0.917,0.692	-0.54
chr1:94231962-94232311:94232818-94232911|-|94219902|94240752	ENSG00000137936.18_6	BCAR3	chr1	-	94231962	94232311	94232818	94232911	94218658	94219902	94240752	94241000	chr1:94231962-94232311:94232818-94232911|-|94219902|94240752	273,546,416	9,29,37	9,26,21	0,0,0	193	200	0.000161236367398	0.00400416086783	0.969,0.951,0.921	1.0,1.0,1.0	-0.053
chr1:225972961-225973058:225974565-225974687|+|225971070|225976941	ENSG00000143742.13_4	SRP9	chr1	+	225972961	225973058	225974565	225974687	225971001	225971070	225976941	225978168	chr1:225972961-225973058:225974565-225974687|+|225971070|225976941	21,35,38	192,401,282	63,45,49	246,336,239	197	200	0.00034146975876	0.00727466767214	0.1,0.081,0.12	0.206,0.12,0.172	-0.066
chr2:39216410-39216455:39222263-39222472|-|39214732|39224062	ENSG00000115904.12_4	SOS1	chr2	-	39216410	39216455	39222263	39222472	39214613	39214732	39224062	39224179	chr2:39216410-39216455:39222263-39222472|-|39214732|39224062	20,13,28	131,131,125	53,38,52	150,166,118	200	145	5.90653172489e-05	0.00177943228787	0.1,0.067,0.14	0.204,0.142,0.242	-0.094
chr7:77558409-77558644:77567026-77567155|+|77552095|77569346	ENSG00000006576.16_2	PHTF2	chr7	+	77558409	77558644	77567026	77567155	77551939	77552095	77569346	77569776	chr7:77558409-77558644:77567026-77567155|+|77552095|77569346	4,5,2	179,183,177	25,19,25	319,264,238	200	200	2.3002067906e-07	1.63516632922e-05	0.022,0.027,0.011	0.073,0.067,0.095	-0.058
chr19:2017181-2017303:2032780-2033005|-|1997462|2034749	ENSG00000133243.9_4	BTBD2	chr19	-	2017181	2017303	2032780	2033005	1997350	1997462	2034749	2034880	chr19:2017181-2017303:2032780-2033005|-|1997462|2034749	0,1,0	5,47,15	2,6,3	22,22,17	200	200	3.15364770546e-05	0.00107265681797	0.0,0.021,0.0	0.083,0.214,0.15	-0.142
chr1:249115345-249115460:249118002-249118149|-|249111083|249118951	ENSG00000175137.11_3	SH3BP5L	chr1	-	249115345	249115460	249118002	249118149	249111020	249111083	249118951	249119834	chr1:249115345-249115460:249118002-249118149|-|249111083|249118951	0,0,1	10,23,12	0,5,4	18,10,14	200	200	0.000167864178568	0.00412893281407	0.0,0.0,0.077	0.0,0.333,0.222	-0.159
chr2:32249602-32249762:32250406-32250504|-|32249325|32254662	ENSG00000162961.14_4	DPY30	chr2	-	32249602	32249762	32250406	32250504	32249170	32249325	32254662	32254805	chr2:32249602-32249762:32250406-32250504|-|32249325|32254662	0,0,0	11,9,15	4,6,0	12,14,9	198	200	9.33609243481e-06	0.000391800852908	0.0,0.0,0.0	0.252,0.302,0.0	-0.185
chr12:54678301-54678523:54679737-54679896|+|54678101|54680445	ENSG00000135486.17_3	HNRNPA1	chr12	+	54678301	54678523	54679737	54679896	54678041	54678101	54680445	54680516	chr12:54678301-54678523:54679737-54679896|+|54678101|54680445	0,0,0	44,15,19	6,16,3	31,21,17	200	200	2.8430224841e-09	3.18547184163e-07	0.0,0.0,0.0	0.162,0.432,0.15	-0.248
chr12:54678301-54678523:54679737-54680066|+|54678101|54680445	ENSG00000135486.17_3	HNRNPA1	chr12	+	54678301	54678523	54679737	54680066	54678041	54678101	54680445	54680516	chr12:54678301-54678523:54679737-54680066|+|54678101|54680445	0,0,0	3,46,44	6,16,3	25,0,0	200	200	3.15752979319e-11	4.90942494656e-09	0.0,0.0,0.0	0.194,1.0,1.0	-0.731
chr12:54678301-54678523:54679757-54679896|+|54678101|54680445	ENSG00000135486.17_3	HNRNPA1	chr12	+	54678301	54678523	54679757	54679896	54678041	54678101	54680445	54680516	chr12:54678301-54678523:54679757-54679896|+|54678101|54680445	0,0,0	44,15,19	6,16,3	31,21,17	200	200	2.8430224841e-09	3.18547184163e-07	0.0,0.0,0.0	0.162,0.432,0.15	-0.248
chr12:54678301-54678523:54679757-54680066|+|54678101|54680445	ENSG00000135486.17_3	HNRNPA1	chr12	+	54678301	54678523	54679757	54680066	54678041	54678101	54680445	54680516	chr12:54678301-54678523:54679757-54680066|+|54678101|54680445	0,0,0	3,46,44	6,16,3	25,0,0	200	200	3.15752979319e-11	4.90942494656e-09	0.0,0.0,0.0	0.194,1.0,1.0	-0.731
chr12:54678301-54678523:54679768-54679896|+|54678101|54680445	ENSG00000135486.17_3	HNRNPA1	chr12	+	54678301	54678523	54679768	54679896	54678041	54678101	54680445	54680516	chr12:54678301-54678523:54679768-54679896|+|54678101|54680445	0,0,0	41,18,19	6,16,3	31,21,18	200	200	3.49030349067e-09	3.84052710589e-07	0.0,0.0,0.0	0.162,0.432,0.143	-0.246
chr12:54678301-54678523:54679800-54679896|+|54678101|54680445	ENSG00000135486.17_3	HNRNPA1	chr12	+	54678301	54678523	54679800	54679896	54678041	54678101	54680445	54680516	chr12:54678301-54678523:54679800-54679896|+|54678101|54680445	0,0,0	32,11,17	6,16,3	28,14,13	200	196	7.65226404464e-09	7.85608032781e-07	0.0,0.0,0.0	0.174,0.528,0.184	-0.295
chr12:54678301-54678523:54679800-54680066|+|54678101|54680445	ENSG00000135486.17_3	HNRNPA1	chr12	+	54678301	54678523	54679800	54680066	54678041	54678101	54680445	54680516	chr12:54678301-54678523:54679800-54680066|+|54678101|54680445	0,0,0	3,46,44	6,16,3	25,0,0	200	200	3.15752979319e-11	4.90942494656e-09	0.0,0.0,0.0	0.194,1.0,1.0	-0.731
chr14:53150505-53150515:53150515-53150620|-|53149126|53162085	ENSG00000197930.13_4	ERO1A	chr14	-	53150505	53150515	53150515	53150620	53149042	53149126	53162085	53162618	chr14:53150505-53150515:53150515-53150620|-|53149126|53162085	10,0,0	41,68,79	17,17,5	49,38,47	200	110	1.40302179985e-06	7.86009688915e-05	0.118,0.0,0.0	0.16,0.197,0.055	-0.098
chr9:69234196-69234250:69234829-69234952|-|69229668|69235561	ENSG00000204790.8	CBWD6	chr9	-	69234196	69234250	69234829	69234952	69229611	69229668	69235561	69235606	chr9:69234196-69234250:69234829-69234952|-|69229668|69235561	8,9,14	7,2,4	10,24,19	0,1,0	200	154	2.90226294442e-07	2.00127119156e-05	0.468,0.776,0.729	1.0,0.949,1.0	-0.325
chr9:69234200-69234250:69234829-69234952|-|69229668|69235561	ENSG00000204790.8	CBWD6	chr9	-	69234200	69234250	69234829	69234952	69229611	69229668	69235561	69235606	chr9:69234200-69234250:69234829-69234952|-|69229668|69235561	8,9,14	4,2,4	10,24,19	0,0,1	200	150	2.32329240746e-06	0.000121093386452	0.6,0.771,0.724	1.0,1.0,0.934	-0.28
chr22:50893909-50894316:50894776-50895102|-|50893838|50897683	ENSG00000100241.21_5	SBF1	chr22	-	50893909	50894316	50894776	50895102	50893652	50893838	50897683	50897821	chr22:50893909-50894316:50894776-50895102|-|50893838|50897683	108,139,116	394,451,409	94,195,136	235,323,321	200	200	8.0376479714e-05	0.00229235002179	0.215,0.236,0.221	0.286,0.376,0.298	-0.096
chr22:50895462-50895540:50897683-50897810|-|50895102|50897898	ENSG00000100241.21_5	SBF1	chr22	-	50895462	50895540	50897683	50897810	50894920	50895102	50897898	50898095	chr22:50895462-50895540:50897683-50897810|-|50895102|50897898	108,139,116	301,255,322	94,207,136	74,100,107	200	178	2.22044604925e-16	6.63248780465e-14	0.242,0.327,0.243	0.531,0.648,0.531	-0.299
chr22:50895462-50895540:50897683-50897839|-|50895102|50897898	ENSG00000100241.21_5	SBF1	chr22	-	50895462	50895540	50897683	50897839	50894920	50895102	50897898	50898095	chr22:50895462-50895540:50897683-50897839|-|50895102|50897898	108,145,123	301,255,322	94,197,144	74,100,107	200	178	0	0.0	0.242,0.336,0.254	0.531,0.637,0.545	-0.294
chr7:91874215-91874332:91874909-91874990|-|91871451|91875103	ENSG00000285953.1_1	AC000120.3	chr7	-	91874215	91874332	91874909	91874990	91871347	91871451	91875103	91875238	chr7:91874215-91874332:91874909-91874990|-|91871451|91875103	2,2,3	61,79,99	16,3,9	65,79,57	181	200	3.83670658559e-05	0.00125908133018	0.035,0.027,0.032	0.214,0.04,0.149	-0.103
chr7:91874215-91874448:91874909-91874990|-|91871451|91875103	ENSG00000285953.1_1	AC000120.3	chr7	-	91874215	91874448	91874909	91874990	91871347	91871451	91875103	91875238	chr7:91874215-91874448:91874909-91874990|-|91871451|91875103	2,2,3	66,80,93	16,3,9	73,105,62	181	200	0.000166936394968	0.00411082469169	0.032,0.027,0.034	0.195,0.031,0.138	-0.09
chr7:91874215-91874485:91874909-91874990|-|91871451|91875103	ENSG00000285953.1_1	AC000120.3	chr7	-	91874215	91874485	91874909	91874990	91871347	91871451	91875103	91875238	chr7:91874215-91874485:91874909-91874990|-|91871451|91875103	2,2,3	73,108,124	16,3,9	89,112,81	181	200	5.96157431885e-05	0.00179153379507	0.029,0.02,0.026	0.166,0.029,0.109	-0.076
chr7:91874740-91874888:91874909-91874990|-|91871451|91875103	ENSG00000285953.1_1	AC000120.3	chr7	-	91874740	91874888	91874909	91874990	91871347	91871451	91875103	91875238	chr7:91874740-91874888:91874909-91874990|-|91871451|91875103	2,2,3	60,35,58	16,3,9	35,48,40	181	200	0.000116092538744	0.00308796558634	0.036,0.059,0.054	0.336,0.065,0.199	-0.15
chr7:91874740-91874909:91874909-91874990|-|91871451|91875103	ENSG00000285953.1_1	AC000120.3	chr7	-	91874740	91874909	91874909	91874990	91871347	91871451	91875103	91875238	chr7:91874740-91874909:91874909-91874990|-|91871451|91875103	2,2,3	62,49,64	16,3,9	47,56,35	181	200	4.80408502067e-05	0.00150848269649	0.034,0.043,0.049	0.273,0.056,0.221	-0.141
chr7:91874740-91874909:91874909-91874990|-|91874448|91875103	ENSG00000285953.1_1	AC000120.3	chr7	-	91874740	91874909	91874909	91874990	91874215	91874448	91875103	91875238	chr7:91874740-91874909:91874909-91874990|-|91874448|91875103	1,2,3	7,15,9	19,5,9	15,10,3	181	200	0.000344990320474	0.00732989533198	0.136,0.128,0.269	0.583,0.356,0.768	-0.391
chr7:91874778-91874909:91874909-91874990|-|91874448|91875103	ENSG00000285953.1_1	AC000120.3	chr7	-	91874778	91874909	91874909	91874990	91874215	91874448	91875103	91875238	chr7:91874778-91874909:91874909-91874990|-|91874448|91875103	1,2,3	7,15,15	19,5,9	13,11,3	181	200	8.22097080683e-05	0.00233532167183	0.136,0.128,0.181	0.618,0.334,0.768	-0.425
chr7:128263032-128263186:128265850-128265909|+|128262748|128266348	ENSG00000242588.6_7	AC108010.1	chr7	+	128263032	128263186	128265850	128265909	128262532	128262748	128266348	128266527	chr7:128263032-128263186:128265850-128265909|+|128262748|128266348	13,7,7	60,34,59	21,20,13	29,45,17	200	159	1.18805137761e-05	0.000479538656652	0.147,0.141,0.086	0.365,0.261,0.378	-0.21
chr12:56685414-56685577:56693072-56693288|-|56680429|56693943	ENSG00000144785.8_8	AC073896.1	chr12	-	56685414	56685577	56693072	56693288	56680378	56680429	56693943	56694004	chr12:56685414-56685577:56693072-56693288|-|56680429|56693943	5,1,1	66,35,79	8,4,7	38,34,31	200	200	0.000144254226164	0.00367384551461	0.07,0.028,0.012	0.174,0.105,0.184	-0.118
chr12:56685414-56685652:56693072-56693288|-|56680429|56693943	ENSG00000144785.8_8	AC073896.1	chr12	-	56685414	56685652	56693072	56693288	56680378	56680429	56693943	56694004	chr12:56685414-56685652:56693072-56693288|-|56680429|56693943	5,1,1	42,22,36	8,4,7	17,22,12	200	200	0.000148198746578	0.00374761473865	0.106,0.043,0.027	0.32,0.154,0.368	-0.222
chr12:56692392-56692475:56704741-56705177|-|56680429|56708634	ENSG00000144785.8_8	AC073896.1	chr12	-	56692392	56692475	56704741	56705177	56680378	56680429	56708634	56708750	chr12:56692392-56692475:56704741-56705177|-|56680429|56708634	1,0,0	35,29,89	6,0,8	29,28,27	200	183	2.41871600992e-06	0.000125457493601	0.025,0.0,0.0	0.159,0.0,0.213	-0.116
chr12:56692392-56692818:56693072-56693288|-|56680429|56693943	ENSG00000144785.8_8	AC073896.1	chr12	-	56692392	56692818	56693072	56693288	56680378	56680429	56693943	56694004	chr12:56692392-56692818:56693072-56693288|-|56680429|56693943	5,1,1	41,29,87	8,4,7	32,28,27	200	200	0.000140553648156	0.00359453251164	0.109,0.033,0.011	0.2,0.125,0.206	-0.126
chr12:56693611-56694004:56704741-56705177|-|56680429|56708634	ENSG00000144785.8_8	AC073896.1	chr12	-	56693611	56694004	56704741	56705177	56680378	56680429	56708634	56708750	chr12:56693611-56694004:56704741-56705177|-|56680429|56708634	1,0,0	32,18,27	6,0,8	23,21,17	200	200	6.72736082363e-06	0.000298134400149	0.03,0.0,0.0	0.207,0.0,0.32	-0.166
