ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
chr19:59081710-59081887|-|59080953|59082360	ENSG00000099326.8_4	MZF1	chr19	-	59081710	59081887	59080882	59080953	59082360	59082796	chr19:59081710-59081887|-|59080953|59082360	118,204,112	3,4,7	96,195,93	0,0,0	200	100	0.000117222227453	0.00421556036895	0.952,0.962,0.889	1.0,1.0,1.0	-0.066
chr19:59081710-59081923|-|59080953|59082360	ENSG00000099326.8_4	MZF1	chr19	-	59081710	59081923	59080882	59080953	59082360	59082796	chr19:59081710-59081923|-|59080953|59082360	123,201,111	3,4,7	96,197,94	0,0,0	200	100	0.000117031197527	0.00421165351252	0.953,0.962,0.888	1.0,1.0,1.0	-0.066
chr19:59081744-59081894|-|59080953|59082360	ENSG00000099326.8_4	MZF1	chr19	-	59081744	59081894	59080882	59080953	59082360	59082796	chr19:59081744-59081894|-|59080953|59082360	33,67,67	3,4,7	45,51,36	0,0,0	200	100	2.02864988907e-06	0.000144479930836	0.846,0.893,0.827	1.0,1.0,1.0	-0.145
chr3:12944272-12944317|-|12943022|12949848	ENSG00000144711.16_6	IQSEC1	chr3	-	12944272	12944317	12942851	12943022	12949848	12950025	chr3:12944272-12944317|-|12943022|12949848	53,55,65	236,181,250	142,217,135	268,369,186	145	100	5.75233194411e-11	1.13816382083e-08	0.134,0.173,0.152	0.268,0.289,0.334	-0.144
chr1:153599614-153599896|-|153599009|153600596	ENSG00000271853.5_7	AL162258.1	chr1	-	153599614	153599896	153598807	153599009	153600596	153600713	chr1:153599614-153599896|-|153599009|153600596	97,94,111	1,12,0	153,175,283	0,1,1	200	100	8.65529386992e-05	0.00330854892247	0.98,0.797,1.0	1.0,0.989,0.993	-0.068
chr1:153599614-153600074|-|153599009|153600596	ENSG00000271853.5_7	AL162258.1	chr1	-	153599614	153600074	153598807	153599009	153600596	153600713	chr1:153599614-153600074|-|153599009|153600596	123,135,146	1,12,0	189,246,325	0,1,1	200	100	0.000247615308899	0.00766373004437	0.984,0.849,1.0	1.0,0.992,0.994	-0.051
chr1:153599754-153600074|-|153599009|153600596	ENSG00000271853.5_7	AL162258.1	chr1	-	153599754	153600074	153598807	153599009	153600596	153600713	chr1:153599754-153600074|-|153599009|153600596	39,67,53	1,12,0	43,91,59	0,1,1	200	100	0.000203361787128	0.00654988549521	0.951,0.736,1.0	1.0,0.978,0.967	-0.086
chr1:53715051-53715194|-|53712728|53716361	ENSG00000157193.17_6	LRP8	chr1	-	53715051	53715194	53708027	53712728	53716361	53716534	chr1:53715051-53715194|-|53712728|53716361	136,154,176	221,416,261	121,115,122	123,149,94	200	100	3.11940834764e-05	0.0014401260712	0.235,0.156,0.252	0.33,0.278,0.394	-0.12
chr1:53715051-53715245|-|53712728|53716361	ENSG00000157193.17_6	LRP8	chr1	-	53715051	53715245	53708027	53712728	53716361	53716534	chr1:53715051-53715245|-|53712728|53716361	135,155,176	221,416,261	120,115,122	123,149,94	200	100	3.1533358664e-05	0.001451419496	0.234,0.157,0.252	0.328,0.278,0.394	-0.119
chr1:53715051-53715532|-|53712728|53716361	ENSG00000157193.17_6	LRP8	chr1	-	53715051	53715532	53708027	53712728	53716361	53716534	chr1:53715051-53715532|-|53712728|53716361	139,154,181	221,416,261	122,117,124	123,149,94	200	100	4.47849848643e-05	0.0019432488799	0.239,0.156,0.257	0.332,0.282,0.397	-0.12
chr1:53740154-53740492|-|53737018|53741302	ENSG00000157193.17_6	LRP8	chr1	-	53740154	53740492	53736898	53737018	53741302	53741425	chr1:53740154-53740492|-|53737018|53741302	13,10,23	136,178,159	14,9,4	29,18,9	200	100	1.12079477022e-06	8.62995089392e-05	0.046,0.027,0.067	0.194,0.2,0.182	-0.145
chr1:53740314-53740492|-|53737018|53741302	ENSG00000157193.17_6	LRP8	chr1	-	53740314	53740492	53736898	53737018	53741302	53741425	chr1:53740314-53740492|-|53737018|53741302	15,13,14	136,178,159	9,10,6	29,18,9	200	100	2.96723705528e-06	0.000198561443661	0.052,0.035,0.042	0.134,0.217,0.25	-0.157
chr1:53740371-53740492|-|53737018|53741302	ENSG00000157193.17_6	LRP8	chr1	-	53740371	53740492	53736898	53737018	53741302	53741425	chr1:53740371-53740492|-|53737018|53741302	14,10,10	136,178,159	9,9,4	29,18,9	200	100	3.45446464889e-06	0.000225939963925	0.049,0.027,0.03	0.134,0.2,0.182	-0.137
chr1:43830410-43830679|-|43829808|43831234	ENSG00000066322.15_4	ELOVL1	chr1	-	43830410	43830679	43829720	43829808	43831234	43831294	chr1:43830410-43830679|-|43829808|43831234	140,44,111	7,9,13	48,38,44	0,2,0	200	100	6.33687998974e-06	0.000379279086583	0.909,0.71,0.81	1.0,0.905,1.0	-0.159
chr3:9953595-9953735|+|9953281|9955639	ENSG00000163701.19_4	IL17RE	chr3	+	9953595	9953735	9953126	9953281	9955639	9955708	chr3:9953595-9953735|+|9953281|9955639	3,11,2	26,302,80	7,6,0	5,11,9	200	100	5.61785814061e-05	0.00233583625794	0.055,0.018,0.012	0.412,0.214,0.0	-0.18
chr1:227955949-227956065|+|227954784|227958271	ENSG00000143740.14_5	SNAP47	chr1	+	227955949	227956065	227954659	227954784	227958271	227958445	chr1:227955949-227956065|+|227954784|227958271	3,0,2	23,12,9	7,15,11	13,7,22	200	100	2.22282521849e-05	0.00108846743116	0.061,0.0,0.1	0.212,0.517,0.2	-0.256
chr10:45479311-45479561|+|45478111|45480260	ENSG00000107551.21_5	RASSF4	chr10	+	45479311	45479561	45477972	45478111	45480260	45480418	chr10:45479311-45479561|+|45478111|45480260	19,49,37	4,4,3	56,105,58	0,2,1	200	100	7.56389950187e-05	0.00297444552656	0.704,0.86,0.86	1.0,0.963,0.967	-0.169
chr10:45479343-45479561|+|45478111|45480260	ENSG00000107551.21_5	RASSF4	chr10	+	45479343	45479561	45477972	45478111	45480260	45480418	chr10:45479343-45479561|+|45478111|45480260	19,51,38	4,4,3	62,114,59	0,2,1	200	100	5.91855077188e-05	0.00243707135268	0.704,0.864,0.864	1.0,0.966,0.967	-0.167
chr10:45479438-45479561|+|45478111|45480260	ENSG00000107551.21_5	RASSF4	chr10	+	45479438	45479561	45477972	45478111	45480260	45480418	chr10:45479438-45479561|+|45478111|45480260	19,57,38	4,4,3	56,105,59	0,2,1	200	100	0.000118146615952	0.00424134319481	0.704,0.877,0.864	1.0,0.963,0.967	-0.162
chr10:22217434-22217498|-|22209892|22217968	ENSG00000136770.11_5	DNAJC1	chr10	-	22217434	22217498	22209726	22209892	22217968	22218070	chr10:22217434-22217498|-|22209892|22217968	221,199,255	14,7,18	246,236,277	5,5,2	164	100	1.60689759672e-05	0.000831749180506	0.906,0.945,0.896	0.968,0.966,0.988	-0.058
chr12:52631033-52631173|+|52627404|52631292	ENSG00000135480.16_4	KRT7	chr12	+	52631033	52631173	52627375	52627404	52631292	52631501	chr12:52631033-52631173|+|52627404|52631292	132,67,89	0,12,8	57,12,82	0,0,0	200	100	2.60052977163e-06	0.000177903964535	1.0,0.736,0.848	1.0,1.0,1.0	-0.139
chr12:52638120-52638395|+|52636921|52639134	ENSG00000135480.16_4	KRT7	chr12	+	52638120	52638395	52636868	52636921	52639134	52639416	chr12:52638120-52638395|+|52636921|52639134	38,15,33	60,23,61	28,7,25	12,4,11	200	100	1.8146536348e-06	0.000131009192559	0.241,0.246,0.213	0.538,0.467,0.532	-0.279
chr12:52638120-52638395|+|52636921|52639273	ENSG00000135480.16_4	KRT7	chr12	+	52638120	52638395	52636868	52636921	52639273	52639416	chr12:52638120-52638395|+|52636921|52639273	8,2,0	465,65,243	8,6,8	41,17,46	200	100	8.90503226714e-11	1.71979837585e-08	0.009,0.015,0.0	0.089,0.15,0.08	-0.098
chr1:213184549-213184800|-|213181808|213186434	ENSG00000174606.14_4	ANGEL2	chr1	-	213184549	213184800	213181551	213181808	213186434	213186760	chr1:213184549-213184800|-|213181808|213186434	14,14,10	219,170,249	41,39,16	194,185,102	200	100	5.23575460765e-09	7.41675474294e-07	0.031,0.04,0.02	0.096,0.095,0.073	-0.058
chr7:150933493-150933596|+|150932698|150934459	ENSG00000033100.16_4	CHPF2	chr7	+	150933493	150933596	150932133	150932698	150934459	150935913	chr7:150933493-150933596|+|150932698|150934459	248,195,263	36,31,51	442,560,433	39,41,28	200	100	1.1337703526e-06	8.71891576196e-05	0.775,0.759,0.721	0.85,0.872,0.885	-0.117
chr7:150933493-150933881|+|150932698|150934459	ENSG00000033100.16_4	CHPF2	chr7	+	150933493	150933881	150932133	150932698	150934459	150935913	chr7:150933493-150933881|+|150932698|150934459	248,195,261	36,31,51	442,560,434	39,41,28	200	100	1.01749224402e-06	7.93615485395e-05	0.775,0.759,0.719	0.85,0.872,0.886	-0.118
chr7:24902818-24902919|-|24901388|24903114	ENSG00000070882.13_6	OSBPL3	chr7	-	24902818	24902919	24901231	24901388	24903114	24903218	chr7:24902818-24902919|-|24901388|24903114	32,11,37	204,177,245	186,207,115	46,56,38	200	100	0	0.0	0.073,0.03,0.07	0.669,0.649,0.602	-0.582
chr3:49785250-49785596|-|49775855|49823786	ENSG00000176095.12_3	IP6K1	chr3	-	49785250	49785596	49775644	49775855	49823786	49823975	chr3:49785250-49785596|-|49775855|49823786	471,268,559	31,36,52	774,691,582	23,41,16	200	100	5.29986780684e-07	4.52384905633e-05	0.884,0.788,0.843	0.944,0.894,0.948	-0.09
chr17:7124246-7124377|+|7124149|7126451	ENSG00000072778.20_3	ACADVL	chr17	+	7124246	7124377	7124108	7124149	7126451	7126556	chr17:7124246-7124377|+|7124149|7126451	63,63,33	0,5,6	39,38,21	0,1,0	200	100	0.000258974211628	0.00793520892128	1.0,0.863,0.733	1.0,0.95,1.0	-0.118
chr2:27355982-27356205|-|27355791|27357154	ENSG00000138073.14_4	PREB	chr2	-	27355982	27356205	27355710	27355791	27357154	27357504	chr2:27355982-27356205|-|27355791|27357154	0,3,2	17,12,9	9,7,5	8,6,11	200	100	7.25631972766e-05	0.00287557102426	0.0,0.111,0.1	0.36,0.368,0.185	-0.234
chr2:27356110-27356205|-|27355791|27357154	ENSG00000138073.14_4	PREB	chr2	-	27356110	27356205	27355710	27355791	27357154	27357504	chr2:27356110-27356205|-|27355791|27357154	0,3,2	17,12,9	7,8,4	8,6,11	195	100	0.000257521097051	0.00790490017507	0.0,0.114,0.102	0.31,0.406,0.157	-0.219
chr1:981451-981468|+|981256|981539	ENSG00000188157.15_5	AGRN	chr1	+	981451	981468	981112	981256	981539	981645	chr1:981451-981468|+|981256|981539	190,222,269	13,17,19	186,244,167	0,9,5	117	100	4.52222029274e-05	0.0019566833105	0.926,0.918,0.924	1.0,0.959,0.966	-0.052
chr5:65370929-65371058|+|65350779|65372143	ENSG00000112851.14_5	ERBIN	chr5	+	65370929	65371058	65350460	65350779	65372143	65372236	chr5:65370929-65371058|+|65350779|65372143	280,451,322	46,87,36	407,378,385	39,12,29	200	100	1.05045167276e-06	8.16040397456e-05	0.753,0.722,0.817	0.839,0.94,0.869	-0.119
chr10:27469881-27469995|+|27466744|27470408	ENSG00000120539.14_3	MASTL	chr10	+	27469881	27469995	27466729	27466744	27470408	27470510	chr10:27469881-27469995|+|27466744|27470408	123,157,178	4,8,6	101,78,77	0,0,0	200	100	1.75299879115e-05	0.000893535219244	0.939,0.908,0.937	1.0,1.0,1.0	-0.072
chr1:28598184-28598424|+|28595759|28598794	ENSG00000130766.5_3	SESN2	chr1	+	28598184	28598424	28595693	28595759	28598794	28598977	chr1:28598184-28598424|+|28595759|28598794	35,163,29	13,72,6	23,42,34	0,0,1	200	100	3.12860848339e-13	8.17985756802e-11	0.574,0.531,0.707	1.0,1.0,0.944	-0.377
chr19:50167699-50168050|-|50166771|50168887	ENSG00000126456.16_5	IRF3	chr19	-	50167699	50168050	50166599	50166771	50168887	50169132	chr19:50167699-50168050|-|50166771|50168887	8,11,13	46,33,38	26,48,18	22,21,30	200	100	7.73631012407e-06	0.000450638227996	0.08,0.143,0.146	0.371,0.533,0.231	-0.255
chr2:44587788-44587815|-|44587177|44588518	ENSG00000138078.15_4	PREPL	chr2	-	44587788	44587815	44586635	44587177	44588518	44588632	chr2:44587788-44587815|-|44587177|44588518	2,0,2	50,30,71	6,5,2	14,30,6	127	100	9.95164314399e-06	0.000557039546927	0.031,0.0,0.022	0.252,0.116,0.208	-0.174
chr3:195618782-195618878|-|195615477|195619281	ENSG00000061938.18_6	TNK2	chr3	-	195618782	195618878	195615296	195615477	195619281	195619359	chr3:195618782-195618878|-|195615477|195619281	17,10,29	30,24,38	16,10,12	5,6,3	196	100	7.53953294507e-05	0.00296786248397	0.224,0.175,0.28	0.62,0.46,0.671	-0.357
chr4:113568851-113568990|+|113568705|113571616	ENSG00000174720.16_7	LARP7	chr4	+	113568851	113568990	113568366	113568705	113571616	113571738	chr4:113568851-113568990|+|113568705|113571616	10,10,11	5,8,5	14,14,26	2,2,1	200	100	9.00841684843e-05	0.00341079792736	0.5,0.385,0.524	0.778,0.778,0.929	-0.359
chr20:62332870-62333250|-|62332054|62333487	ENSG00000101246.20_3	ARFRP1	chr20	-	62332870	62333250	62331953	62332054	62333487	62337405	chr20:62332870-62333250|-|62332054|62333487	27,34,32	123,66,104	28,52,46	51,64,59	200	100	3.06941594044e-05	0.00142068190114	0.099,0.205,0.133	0.215,0.289,0.28	-0.116
chr1:3415181-3415390|-|3415063|3415701	ENSG00000162591.16_3	MEGF6	chr1	-	3415181	3415390	3414934	3415063	3415701	3415830	chr1:3415181-3415390|-|3415063|3415701	59,119,66	5,1,17	25,30,26	0,1,0	200	100	4.12441901624e-05	0.00181165489257	0.855,0.983,0.66	1.0,0.938,1.0	-0.147
chr1:3415261-3415337|-|3415063|3415701	ENSG00000162591.16_3	MEGF6	chr1	-	3415261	3415337	3414934	3415063	3415701	3415830	chr1:3415261-3415337|-|3415063|3415701	114,180,193	5,1,17	43,46,50	0,1,0	176	100	0.000158598069352	0.00538346971768	0.928,0.99,0.866	1.0,0.963,1.0	-0.06
chr1:3415303-3415390|-|3415063|3415701	ENSG00000162591.16_3	MEGF6	chr1	-	3415303	3415390	3414934	3415063	3415701	3415830	chr1:3415303-3415390|-|3415063|3415701	54,106,59	5,1,17	23,26,22	0,1,0	187	100	4.50628004791e-05	0.00195254096707	0.852,0.983,0.65	1.0,0.933,1.0	-0.149
chr1:3440687-3441001|-|3432091|3496388	ENSG00000162591.16_3	MEGF6	chr1	-	3440687	3441001	3431965	3432091	3496388	3496493	chr1:3440687-3441001|-|3432091|3496388	139,150,174	6,6,24	103,127,86	0,0,0	200	100	8.0774487099e-10	1.32543197303e-07	0.921,0.926,0.784	1.0,1.0,1.0	-0.123
chr1:154192311-154192417|-|154187050|154192817	ENSG00000143612.20_3	C1orf43	chr1	-	154192311	154192417	154186932	154187050	154192817	154193113	chr1:154192311-154192417|-|154187050|154192817	1598,2104,1730	960,932,1081	1509,1835,1525	483,598,527	200	100	1.92879426764e-07	1.86074951233e-05	0.454,0.53,0.445	0.61,0.605,0.591	-0.126
chr1:154192311-154192436|-|154187050|154192817	ENSG00000143612.20_3	C1orf43	chr1	-	154192311	154192436	154186932	154187050	154192817	154193113	chr1:154192311-154192436|-|154187050|154192817	1598,2106,1730	960,932,1081	1508,1836,1527	483,598,527	200	100	2.00082116875e-07	1.92297662218e-05	0.454,0.53,0.445	0.61,0.606,0.592	-0.126
chr1:20116420-20116541|-|20113610|20124563	ENSG00000162542.13_3	TMCO4	chr1	-	20116420	20116541	20113518	20113610	20124563	20124708	chr1:20116420-20116541|-|20113610|20124563	29,33,13	6,2,3	47,37,39	0,0,1	200	100	2.91443295419e-06	0.000195497128293	0.707,0.892,0.684	1.0,1.0,0.951	-0.223
chr1:20116420-20116545|-|20113610|20124563	ENSG00000162542.13_3	TMCO4	chr1	-	20116420	20116545	20113518	20113610	20124563	20124708	chr1:20116420-20116545|-|20113610|20124563	28,32,13	6,2,3	48,37,37	0,0,1	200	100	2.55797315984e-06	0.000175532338452	0.7,0.889,0.684	1.0,1.0,0.949	-0.225
chr1:20119924-20120141|-|20113610|20124563	ENSG00000162542.13_3	TMCO4	chr1	-	20119924	20120141	20113518	20113610	20124563	20124708	chr1:20119924-20120141|-|20113610|20124563	5,6,11	6,2,3	11,7,11	0,0,1	200	100	1.31231086331e-06	9.87766270457e-05	0.294,0.6,0.647	1.0,1.0,0.846	-0.435
chr5:108316325-108316795|+|108295048|108373122	ENSG00000151422.13_4	FER	chr5	+	108316325	108316795	108294925	108295048	108373122	108373179	chr5:108316325-108316795|+|108295048|108373122	9,3,5	63,46,81	29,32,51	124,119,94	200	100	2.19970380355e-07	2.08988897457e-05	0.067,0.032,0.03	0.105,0.119,0.213	-0.103
chr6:31770564-31770682|-|31766284|31774531	ENSG00000204392.11_3	LSM2	chr6	-	31770564	31770682	31766253	31766284	31774531	31774743	chr6:31770564-31770682|-|31766284|31774531	3,4,0	80,94,120	9,3,4	36,21,23	200	100	5.12198614755e-06	0.000316254544325	0.018,0.021,0.0	0.111,0.067,0.08	-0.073
chr1:220974202-220974384|+|220971407|220978393	ENSG00000186205.13_5	MARC1	chr1	+	220974202	220974384	220971215	220971407	220978393	220978455	chr1:220974202-220974384|+|220971407|220978393	4,2,2	32,49,46	15,8,14	36,34,25	200	100	2.65836248126e-07	2.47354337854e-05	0.059,0.02,0.021	0.172,0.105,0.219	-0.132
chr7:66018975-66019462|-|66010673|66019571	ENSG00000229180.7_5	AC006001.3	chr7	-	66018975	66019462	66010587	66010673	66019571	66019824	chr7:66018975-66019462|-|66010673|66019571	1,5,0	32,33,23	0,17,10	38,28,16	200	100	0.000269882076562	0.00820775006073	0.015,0.07,0.0	0.0,0.233,0.238	-0.129
chr7:66049379-66049453|-|66043714|66057243	ENSG00000229180.7_5	AC006001.3	chr7	-	66049379	66049453	66043515	66043714	66057243	66057373	chr7:66049379-66049453|-|66043714|66057243	70,53,61	6,0,5	50,59,63	0,0,1	174	100	0.000213500989655	0.00682057823045	0.87,1.0,0.875	1.0,1.0,0.973	-0.076
chr4:166159929-166160057|+|166141211|166184348	ENSG00000109466.14_5	KLHL2	chr4	+	166159929	166160057	166141085	166141211	166184348	166184511	chr4:166159929-166160057|+|166141211|166184348	23,22,36	3,4,5	15,15,20	1,0,0	200	100	2.97175256009e-05	0.00138362218596	0.793,0.733,0.783	0.882,1.0,1.0	-0.191
chr17:7489973-7490254|+|7489396|7490478	ENSG00000129255.16_4	MPDU1	chr17	+	7489973	7490254	7489263	7489396	7490478	7490589	chr17:7489973-7490254|+|7489396|7490478	78,99,95	10,33,24	44,49,54	2,0,4	200	100	1.00516531754e-06	7.85999809816e-05	0.796,0.6,0.664	0.917,1.0,0.871	-0.243
chr17:7489973-7490284|+|7489396|7490478	ENSG00000129255.16_4	MPDU1	chr17	+	7489973	7490284	7489263	7489396	7490478	7490589	chr17:7489973-7490284|+|7489396|7490478	82,99,94	10,33,24	44,49,54	2,0,4	200	100	1.3983434678e-06	0.000104343300833	0.804,0.6,0.662	0.917,1.0,0.871	-0.241
chr17:7489973-7490311|+|7489396|7490478	ENSG00000129255.16_4	MPDU1	chr17	+	7489973	7490311	7489263	7489396	7490478	7490589	chr17:7489973-7490311|+|7489396|7490478	78,99,94	10,33,24	46,49,54	2,0,4	200	100	7.94882893174e-07	6.39503305596e-05	0.796,0.6,0.662	0.92,1.0,0.871	-0.244
chr17:7489973-7490326|+|7489396|7490478	ENSG00000129255.16_4	MPDU1	chr17	+	7489973	7490326	7489263	7489396	7490478	7490589	chr17:7489973-7490326|+|7489396|7490478	79,99,94	10,33,24	45,49,54	2,0,4	200	100	9.65074223314e-07	7.58673978977e-05	0.798,0.6,0.662	0.918,1.0,0.871	-0.243
chr17:7490009-7490254|+|7489396|7490478	ENSG00000129255.16_4	MPDU1	chr17	+	7490009	7490254	7489263	7489396	7490478	7490589	chr17:7490009-7490254|+|7489396|7490478	661,582,634	10,33,24	646,538,654	2,0,4	200	100	1.21347376592e-13	3.36486620164e-11	0.971,0.898,0.93	0.994,1.0,0.988	-0.061
chr17:7490009-7490284|+|7489396|7490478	ENSG00000129255.16_4	MPDU1	chr17	+	7490009	7490284	7489263	7489396	7490478	7490589	chr17:7490009-7490284|+|7489396|7490478	665,582,633	10,33,24	646,538,654	2,0,4	200	100	1.26010313295e-13	3.478440408e-11	0.971,0.898,0.93	0.994,1.0,0.988	-0.061
chr17:7490009-7490311|+|7489396|7490478	ENSG00000129255.16_4	MPDU1	chr17	+	7490009	7490311	7489263	7489396	7490478	7490589	chr17:7490009-7490311|+|7489396|7490478	661,582,633	10,33,24	648,538,654	2,0,4	200	100	1.16906484493e-13	3.24759648521e-11	0.971,0.898,0.93	0.994,1.0,0.988	-0.061
chr17:7490009-7490326|+|7489396|7490478	ENSG00000129255.16_4	MPDU1	chr17	+	7490009	7490326	7489263	7489396	7490478	7490589	chr17:7490009-7490326|+|7489396|7490478	662,582,633	10,33,24	647,538,654	2,0,4	200	100	1.19793064357e-13	3.32477248347e-11	0.971,0.898,0.93	0.994,1.0,0.988	-0.061
chr17:7490216-7490254|+|7490095|7490478	ENSG00000129255.16_4	MPDU1	chr17	+	7490216	7490254	7489973	7490095	7490478	7490589	chr17:7490216-7490254|+|7490095|7490478	145,167,127	101,67,90	157,156,218	5,30,28	138	100	3.36619621066e-13	8.77112901331e-11	0.51,0.644,0.506	0.958,0.79,0.849	-0.312
chr17:7490216-7490284|+|7490095|7490478	ENSG00000129255.16_4	MPDU1	chr17	+	7490216	7490284	7489973	7490095	7490478	7490589	chr17:7490216-7490284|+|7490095|7490478	301,311,279	101,67,90	364,365,506	5,30,28	168	100	0	0.0	0.64,0.734,0.649	0.977,0.879,0.915	-0.249
chr17:7490216-7490311|+|7490095|7490478	ENSG00000129255.16_4	MPDU1	chr17	+	7490216	7490311	7489973	7490095	7490478	7490589	chr17:7490216-7490311|+|7490095|7490478	482,477,439	101,67,90	550,556,766	5,30,28	195	100	0	0.0	0.71,0.785,0.714	0.983,0.905,0.933	-0.204
chr17:7490216-7490326|+|7490095|7490478	ENSG00000129255.16_4	MPDU1	chr17	+	7490216	7490326	7489973	7490095	7490478	7490589	chr17:7490216-7490326|+|7490095|7490478	495,484,443	101,67,90	563,565,775	5,30,28	200	100	0	0.0	0.71,0.783,0.711	0.983,0.904,0.933	-0.205
chr2:11315080-11315135|+|11312171|11317862	ENSG00000162976.13_3	PQLC3	chr2	+	11315080	11315135	11312137	11312171	11317862	11318083	chr2:11315080-11315135|+|11312171|11317862	38,56,37	37,70,53	53,61,38	27,28,27	155	100	9.35553427798e-05	0.00351617895839	0.399,0.34,0.311	0.559,0.584,0.476	-0.19
chr2:11315097-11315135|+|11312171|11317862	ENSG00000162976.13_3	PQLC3	chr2	+	11315097	11315135	11312137	11312171	11317862	11318083	chr2:11315097-11315135|+|11312171|11317862	34,49,32	37,70,53	47,55,31	27,28,27	138	100	0.000309995633522	0.00915143691172	0.4,0.337,0.304	0.558,0.587,0.454	-0.186
chr11:62601089-62601102|-|62600603|62601263	ENSG00000133316.15_5	WDR74	chr11	-	62601089	62601102	62600383	62600603	62601263	62601409	chr11:62601089-62601102|-|62600603|62601263	202,255,189	156,71,139	111,100,157	27,16,37	113	100	9.28364357959e-05	0.00349429827099	0.534,0.761,0.546	0.784,0.847,0.79	-0.193
chr11:62601089-62601106|-|62600603|62601263	ENSG00000133316.15_5	WDR74	chr11	-	62601089	62601106	62600383	62600603	62601263	62601409	chr11:62601089-62601106|-|62600603|62601263	258,350,255	156,71,139	156,143,202	27,16,37	117	100	3.07174985423e-05	0.00142154761437	0.586,0.808,0.611	0.832,0.884,0.824	-0.178
chr11:62601089-62601182|-|62600603|62601263	ENSG00000133316.15_5	WDR74	chr11	-	62601089	62601182	62600383	62600603	62601263	62601409	chr11:62601089-62601182|-|62600603|62601263	1083,1274,1065	156,71,139	652,563,732	27,16,37	193	100	7.85466547359e-09	1.07588569932e-06	0.782,0.903,0.799	0.926,0.948,0.911	-0.1
chr10:70152894-70152960|-|70145882|70153831	ENSG00000204130.13_3	RUFY2	chr10	-	70152894	70152960	70145815	70145882	70153831	70153893	chr10:70152894-70152960|-|70145882|70153831	70,39,73	7,0,5	88,104,73	0,0,0	166	100	1.47763408687e-05	0.000775574550628	0.858,1.0,0.898	1.0,1.0,1.0	-0.081
chr19:50028697-50028830|+|50028033|50029266	ENSG00000104870.12_5	FCGRT	chr19	+	50028697	50028830	50027763	50028033	50029266	50029586	chr19:50028697-50028830|+|50028033|50029266	360,935,514	39,64,77	744,1057,974	30,32,37	200	100	5.53510570711e-11	1.09589018321e-08	0.822,0.88,0.769	0.925,0.943,0.929	-0.109
chr19:50028722-50028830|+|50028033|50029266	ENSG00000104870.12_5	FCGRT	chr19	+	50028722	50028830	50027763	50028033	50029266	50029586	chr19:50028722-50028830|+|50028033|50029266	360,934,514	39,64,77	748,1057,974	30,32,37	200	100	5.03804775676e-11	1.00526589218e-08	0.822,0.879,0.769	0.926,0.943,0.929	-0.109
chr21:45658330-45658707|-|45657100|45660686	ENSG00000277117.4_6	FP565260.3	chr21	-	45658330	45658707	45656749	45657100	45660686	45660887	chr21:45658330-45658707|-|45657100|45660686	28,40,48	5,2,8	14,13,22	0,0,0	200	100	1.78425895281e-06	0.000129027459784	0.737,0.909,0.75	1.0,1.0,1.0	-0.201
chr8:145751935-145752023|-|145750417|145752343	ENSG00000254402.7_4	LRRC24	chr8	-	145751935	145752023	145750199	145750417	145752343	145752417	chr8:145751935-145752023|-|145750417|145752343	95,384,168	3,19,17	18,37,33	0,0,1	188	100	6.5948988149e-05	0.00266125860927	0.944,0.915,0.84	1.0,1.0,0.946	-0.082
chr1:100681538-100681749|-|100680539|100684181	ENSG00000137992.14_2	DBT	chr1	-	100681538	100681749	100680372	100680539	100684181	100684303	chr1:100681538-100681749|-|100680539|100684181	177,116,145	6,4,7	124,119,70	0,1,1	200	100	0.000183850301215	0.00604785258266	0.937,0.935,0.912	1.0,0.983,0.972	-0.057
chr20:42087769-42088060|+|42087149|42088410	ENSG00000288000.1_1	AL031681.2	chr20	+	42087769	42088060	42087000	42087149	42088410	42088535	chr20:42087769-42088060|+|42087149|42088410	163,186,233	1452,900,1713	317,321,236	663,586,728	200	100	0	0.0	0.053,0.094,0.064	0.193,0.215,0.139	-0.112
chr20:42087915-42088060|+|42087149|42088410	ENSG00000288000.1_1	AL031681.2	chr20	+	42087915	42088060	42087000	42087149	42088410	42088535	chr20:42087915-42088060|+|42087149|42088410	163,186,232	1452,900,1713	317,323,236	663,586,728	200	100	0	0.0	0.053,0.094,0.063	0.193,0.216,0.139	-0.113
chr20:42087944-42088060|+|42087149|42088410	ENSG00000288000.1_1	AL031681.2	chr20	+	42087944	42088060	42087000	42087149	42088410	42088535	chr20:42087944-42088060|+|42087149|42088410	163,187,232	1452,900,1713	319,323,237	663,586,728	200	100	0	0.0	0.053,0.094,0.063	0.194,0.216,0.14	-0.113
chr20:42088001-42088060|+|42087149|42088410	ENSG00000288000.1_1	AL031681.2	chr20	+	42088001	42088060	42087000	42087149	42088410	42088535	chr20:42088001-42088060|+|42087149|42088410	114,114,156	1452,900,1713	217,219,153	663,586,728	159	100	0	0.0	0.047,0.074,0.054	0.171,0.19,0.117	-0.101
