ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
17417	"ENSG00000104413.18_6"	"ESRP1"	chr8	+	95683680	95683899	95686535	95686722	95680176	95680478	95690430	95690599
17418	"ENSG00000104413.18_6"	"ESRP1"	chr8	+	95683680	95683899	95686535	95686734	95680176	95680478	95690430	95690599
17419	"ENSG00000104413.18_6"	"ESRP1"	chr8	+	95686535	95686722	95690430	95690599	95683680	95683899	95704904	95705055
17420	"ENSG00000104413.18_6"	"ESRP1"	chr8	+	95686535	95686722	95690430	95690599	95683680	95683899	95718152	95719694
17421	"ENSG00000104413.18_6"	"ESRP1"	chr8	+	95686535	95686734	95690430	95690599	95683680	95683899	95718152	95719486
17422	"ENSG00000104413.18_6"	"ESRP1"	chr8	+	95690430	95690599	95709079	95709189	95674728	95674783	95718152	95719694
17423	"ENSG00000104413.18_6"	"ESRP1"	chr8	+	95690430	95690599	95704904	95705055	95686535	95686722	95718152	95719694
17425	"ENSG00000053371.12_6"	"AKR7A2"	chr1	-	19633495	19633595	19634651	19634756	19632511	19632641	19634948	19635136
17426	"ENSG00000053371.12_6"	"AKR7A2"	chr1	-	19633495	19633595	19634948	19635136	19632511	19632641	19638320	19638588
17430	"ENSG00000132463.14_4"	"GRSF1"	chr4	-	71690010	71690085	71691012	71691148	71681499	71686578	71691840	71691962
17431	"ENSG00000132463.14_4"	"GRSF1"	chr4	-	71691012	71691148	71691840	71691962	71690010	71690085	71693568	71693753
17432	"ENSG00000132463.14_4"	"GRSF1"	chr4	-	71693568	71693753	71697255	71697391	71691012	71691148	71698023	71698167
17433	"ENSG00000239969.5_5"	"AC091390.4"	chr7	+	102006420	102006523	102016269	102016396	102004744	102004858	102016658	102016769
17434	"ENSG00000239969.5_5"	"AC091390.4"	chr7	+	102006464	102006523	102016269	102016396	102004614	102004858	102016658	102016765
17435	"ENSG00000170265.12_3"	"ZNF282"	chr7	+	148909449	148909563	148910792	148910906	148907676	148907796	148920903	148921082
17436	"ENSG00000111199.10_2"	"TRPV4"	chr12	-	110236418	110236717	110238422	110238563	110232133	110232292	110240795	110240948
17437	"ENSG00000163738.18_5"	"MTHFD2L"	chr4	+	74991156	74991234	75025771	75025805	74980204	74980374	75040222	75040407
17439	"ENSG00000009335.18_4"	"UBE3C"	chr7	+	156956503	156956557	156961741	156961816	156931619	156932032	156962997	156963144
17440	"ENSG00000009335.18_4"	"UBE3C"	chr7	+	156961741	156961816	156962997	156963144	156956503	156956557	156967612	156967728
17441	"ENSG00000009335.18_4"	"UBE3C"	chr7	+	156994414	156994501	157000091	157000249	156979527	156979715	157000396	157000629
17442	"ENSG00000009335.18_4"	"UBE3C"	chr7	+	157009560	157009665	157013382	157013470	157000396	157000629	157015947	157016045
17443	"ENSG00000009335.18_4"	"UBE3C"	chr7	+	157009560	157009665	157018100	157018233	157000396	157000629	157023773	157024021
17444	"ENSG00000009335.18_4"	"UBE3C"	chr7	+	157009560	157009665	157041061	157041274	157000396	157000629	157046647	157046836
17445	"ENSG00000009335.18_4"	"UBE3C"	chr7	+	157013382	157013470	157015947	157016045	157009560	157009665	157018100	157018233
17446	"ENSG00000009335.18_4"	"UBE3C"	chr7	+	157013382	157013470	157018100	157018233	157009560	157009665	157023773	157024021
17447	"ENSG00000009335.18_4"	"UBE3C"	chr7	+	157015947	157016045	157018100	157018233	157013382	157013470	157023773	157024021
17448	"ENSG00000009335.18_4"	"UBE3C"	chr7	+	157018100	157018233	157023773	157024021	157013361	157016045	157041061	157041274
17449	"ENSG00000009335.18_4"	"UBE3C"	chr7	+	157023773	157024021	157041061	157041274	157018100	157018233	157046647	157046836
17450	"ENSG00000009335.18_4"	"UBE3C"	chr7	+	157046647	157046836	157049607	157049738	157041061	157041274	157060278	157061810
17451	"ENSG00000009335.18_4"	"UBE3C"	chr7	+	157046937	157047004	157049607	157049738	157046647	157046836	157060278	157061810
17452	"ENSG00000138769.11_3"	"CDKL2"	chr4	-	76517002	76517109	76517329	76517453	76507019	76507108	76521430	76521524
17453	"ENSG00000138768.14_4"	"USO1"	chr4	+	76714842	76715054	76716488	76716509	76711795	76711950	76720774	76720885
17454	"ENSG00000138768.14_4"	"USO1"	chr4	+	76726292	76726456	76727638	76727725	76725286	76725425	76730105	76730204
17455	"ENSG00000108179.14_3"	"PPIF"	chr10	+	81108831	81108862	81109420	81109509	81107224	81107499	81111242	81111339
17456	"ENSG00000108179.14_3"	"PPIF"	chr10	+	81109420	81109509	81111242	81111339	81108831	81108862	81112072	81112148
17457	"ENSG00000108179.14_3"	"PPIF"	chr10	+	81109420	81109509	81111242	81111470	81108831	81108862	81112072	81112148
17458	"ENSG00000108179.14_3"	"PPIF"	chr10	+	81111242	81111339	81112072	81112148	81109420	81109509	81113400	81113842
17459	"ENSG00000108179.14_3"	"PPIF"	chr10	+	81111242	81111339	81112072	81112148	81109420	81109509	81113462	81115090
17460	"ENSG00000001461.17_3"	"NIPAL3"	chr1	+	24768544	24768716	24771674	24771734	24766661	24766730	24775970	24776116
17461	"ENSG00000169288.18_4"	"MRPL1"	chr4	+	78792897	78793009	78806409	78806493	78783983	78784033	78808373	78808445
17462	"ENSG00000169288.18_4"	"MRPL1"	chr4	+	78804395	78804654	78808373	78808445	78792897	78793009	78815292	78815404
17463	"ENSG00000169288.18_4"	"MRPL1"	chr4	+	78806409	78806493	78808373	78808445	78804392	78804654	78815292	78815404
17488	"ENSG00000069812.11_3"	"HES2"	chr1	-	6479666	6479762	6479835	6479903	6472477	6473342	6484537	6484730
17489	"ENSG00000163291.14_3"	"PAQR3"	chr4	-	79841687	79841835	79845010	79845101	79838914	79839034	79847674	79847872
17490	"ENSG00000047315.16_3"	"POLR2B"	chr4	+	57872981	57873168	57876526	57876670	57871765	57871885	57876913	57877053
17491	"ENSG00000047315.16_3"	"POLR2B"	chr4	+	57889827	57889917	57890170	57890278	57889495	57889746	57891051	57891165
17492	"ENSG00000152784.15_2"	"PRDM8"	chr4	+	81106518	81106672	81112625	81112723	81105803	81105907	81115266	81115393
17493	"ENSG00000152784.15_2"	"PRDM8"	chr4	+	81112625	81112723	81115266	81115393	81105032	81105209	81117505	81117752
17494	"ENSG00000152784.15_2"	"PRDM8"	chr4	+	81112625	81112723	81115266	81115393	81106423	81106672	81117166	81117278
17495	"ENSG00000152784.15_2"	"PRDM8"	chr4	+	81112625	81112723	81115266	81115393	81106518	81106672	81117505	81117755
17496	"ENSG00000152784.15_2"	"PRDM8"	chr4	+	81115266	81115393	81117166	81117278	81112625	81112723	81117505	81117755
17497	"ENSG00000128513.16_5"	"POT1"	chr7	-	124469307	124469396	124475332	124475468	124467267	124467359	124481026	124481232
17498	"ENSG00000128513.16_5"	"POT1"	chr7	-	124469307	124469396	124475332	124475468	124467482	124467628	124481026	124481232
17499	"ENSG00000128513.16_5"	"POT1"	chr7	-	124493025	124493192	124499010	124499166	124491925	124492005	124503403	124503694
17500	"ENSG00000128513.16_5"	"POT1"	chr7	-	124499010	124499166	124503403	124503694	124493025	124493192	124510964	124511095
17501	"ENSG00000128513.16_5"	"POT1"	chr7	-	124499010	124499166	124503403	124503694	124493025	124493192	124532319	124532434
17502	"ENSG00000128513.16_5"	"POT1"	chr7	-	124499099	124499166	124503403	124503694	124493025	124493192	124532319	124532434
17503	"ENSG00000128513.16_5"	"POT1"	chr7	-	124503403	124503694	124510964	124511095	124499010	124499166	124532319	124532434
17504	"ENSG00000128513.16_5"	"POT1"	chr7	-	124503403	124503694	124532319	124532434	124499010	124499166	124555627	124555700
17506	"ENSG00000128513.16_5"	"POT1"	chr7	-	124510964	124511095	124532319	124532434	124503403	124503694	124537218	124537266
17507	"ENSG00000152795.17_6"	"HNRNPDL"	chr4	-	83347615	83347786	83348342	83348457	83347189	83347282	83348585	83348717
17508	"ENSG00000152795.17_6"	"HNRNPDL"	chr4	-	83348342	83348457	83348585	83348717	83347615	83347786	83349170	83349332
17509	"ENSG00000152795.17_6"	"HNRNPDL"	chr4	-	83348342	83348457	83348585	83348717	83347615	83347786	83350400	83350578
17510	"ENSG00000152795.17_6"	"HNRNPDL"	chr4	-	83348585	83348717	83349170	83349332	83348342	83348457	83349430	83349599
17511	"ENSG00000152795.17_6"	"HNRNPDL"	chr4	-	83349170	83349332	83349430	83349599	83348585	83348717	83350400	83350550
17512	"ENSG00000138674.17_5"	"SEC31A"	chr4	-	83742189	83742261	83748521	83748785	83739661	83740406	83750152	83750211
17513	"ENSG00000138674.17_5"	"SEC31A"	chr4	-	83750152	83750211	83763292	83763634	83748521	83748785	83765538	83765662
17514	"ENSG00000138674.17_5"	"SEC31A"	chr4	-	83765538	83765662	83769956	83770130	83750152	83750211	83772583	83772757
17515	"ENSG00000138674.17_5"	"SEC31A"	chr4	-	83766353	83766446	83769956	83770130	83765538	83765662	83772583	83772757
17517	"ENSG00000138674.17_5"	"SEC31A"	chr4	-	83796879	83796975	83799882	83800081	83795763	83795904	83801951	83802075
17518	"ENSG00000138674.17_5"	"SEC31A"	chr4	-	83796879	83796975	83799882	83800081	83795763	83795904	83803010	83803093
17519	"ENSG00000138674.17_5"	"SEC31A"	chr4	-	83799882	83800081	83801951	83802075	83796879	83796975	83803010	83803093
17526	"ENSG00000148082.10_4"	"SHC3"	chr9	-	91652907	91653203	91656940	91657099	91620685	91628490	91660660	91660748
17527	"ENSG00000167996.16_5"	"FTH1"	chr11	-	61732458	61732584	61732840	61732987	61731756	61732363	61734783	61735106
17528	"ENSG00000167996.16_5"	"FTH1"	chr11	-	61732458	61732584	61732840	61733049	61732037	61732363	61734783	61735105
17529	"ENSG00000163312.11_3"	"HELQ"	chr4	-	84339245	84339359	84342715	84342889	84337883	84338018	84347146	84347245
17530	"ENSG00000163312.11_3"	"HELQ"	chr4	-	84342715	84342889	84347146	84347245	84339245	84339359	84348715	84348873
17531	"ENSG00000181458.10_4"	"TMEM45A"	chr3	+	100238376	100238452	100275603	100275816	100211503	100211772	100277248	100277371
17532	"ENSG00000181458.10_4"	"TMEM45A"	chr3	+	100274052	100274245	100275603	100275816	100211462	100211772	100277248	100277433
17533	"ENSG00000181458.10_4"	"TMEM45A"	chr3	+	100274052	100274245	100275603	100275816	100238305	100238452	100277248	100277433
17534	"ENSG00000119280.16_3"	"C1orf198"	chr1	-	230979099	230979642	230991413	230991464	230972864	230975654	231003925	231004148
17535	"ENSG00000119280.16_3"	"C1orf198"	chr1	-	230991413	230991464	231003925	231004148	230979099	230979642	231004557	231004661
17536	"ENSG00000119280.16_3"	"C1orf198"	chr1	-	230991413	230991464	231003925	231004136	230979416	230979642	231004557	231004744
17537	"ENSG00000197415.12_6"	"VEPH1"	chr3	-	157004345	157004463	157031409	157031544	156983314	156983451	157034850	157034990
17538	"ENSG00000197415.12_6"	"VEPH1"	chr3	-	157188102	157188318	157213000	157213295	157177307	157178144	157217183	157217445
17539	"ENSG00000242259.8_5"	"C22orf39"	chr22	-	19343752	19343811	19346858	19347007	19341518	19341641	19348759	19348864
17540	"ENSG00000138639.18_4"	"ARHGAP24"	chr4	+	86844800	86844923	86863218	86863426	86699858	86700118	86893188	86893321
17541	"ENSG00000110660.15_6"	"SLC35F2"	chr11	-	107673726	107673881	107686515	107686691	107661716	107663526	107729383	107729513
17542	"ENSG00000110660.15_6"	"SLC35F2"	chr11	-	107673726	107673881	107686515	107686691	107663340	107663526	107729226	107729287
17543	"ENSG00000110660.15_6"	"SLC35F2"	chr11	-	107675443	107675496	107676084	107676241	107673726	107673881	107677442	107677602
17544	"ENSG00000122674.11_3"	"CCZ1"	chr7	+	5958497	5958531	5959479	5959597	5952473	5952585	5963017	5963176
17545	"ENSG00000170633.16_4"	"RNF34"	chr12	+	121840544	121840610	121855306	121855714	121837921	121838021	121858044	121858137
17546	"ENSG00000170633.16_4"	"RNF34"	chr12	+	121858379	121858581	121861188	121861320	121858044	121858137	121867833	121868426
17547	"ENSG00000164902.14_3"	"PHAX"	chr5	+	125939261	125939875	125944055	125944176	125936638	125936750	125952941	125953025
17548	"ENSG00000164902.14_3"	"PHAX"	chr5	+	125944055	125944176	125952941	125953025	125939261	125939875	125960266	125962944
17549	"ENSG00000120805.14_4"	"ARL1"	chr12	-	101794839	101794951	101796642	101796724	101789920	101790355	101799621	101799759
17550	"ENSG00000120805.14_4"	"ARL1"	chr12	-	101794839	101794951	101799621	101799759	101789920	101790355	101801419	101801531
17551	"ENSG00000120805.14_4"	"ARL1"	chr12	-	101794839	101794951	101796642	101796724	101790176	101790355	101801419	101801524
17552	"ENSG00000120805.14_4"	"ARL1"	chr12	-	101794839	101794951	101796919	101797033	101790191	101790355	101799621	101799759
17553	"ENSG00000120805.14_4"	"ARL1"	chr12	-	101796642	101796724	101799621	101799759	101794839	101794951	101801419	101801524
17555	"ENSG00000136930.13_3"	"PSMB7"	chr9	-	127119042	127119194	127146876	127146935	127115743	127115988	127167595	127167711
17556	"ENSG00000136930.13_3"	"PSMB7"	chr9	-	127119042	127119194	127146876	127146935	127115744	127115988	127174630	127174771
17557	"ENSG00000136930.13_3"	"PSMB7"	chr9	-	127146876	127146935	127167595	127167711	127119042	127119194	127174630	127174771
17558	"ENSG00000187024.14_6"	"PTRH1"	chr9	-	130476657	130476703	130477253	130477473	130475788	130476561	130477822	130479238
17559	"ENSG00000187024.14_6"	"PTRH1"	chr9	-	130476881	130476981	130477253	130477473	130475771	130476561	130477822	130478282
17560	"ENSG00000171345.13_4"	"KRT19"	chr17	-	39680630	39680792	39681094	39681251	39680394	39680520	39681442	39681525
17561	"ENSG00000146457.16_4"	"WTAP"	chr6	+	160157289	160157327	160160021	160160077	160146616	160148365	160163119	160163178
17562	"ENSG00000146457.16_4"	"WTAP"	chr6	+	160157289	160157327	160160021	160160077	160148537	160148735	160163119	160163178
17563	"ENSG00000146457.16_4"	"WTAP"	chr6	+	160160021	160160077	160163119	160163178	160157289	160157327	160164696	160164824
17564	"ENSG00000149499.11_3"	"EML3"	chr11	-	62371584	62371673	62372584	62372652	62371415	62371513	62373113	62373245
17565	"ENSG00000149499.11_3"	"EML3"	chr11	-	62371584	62371673	62373534	62373686	62371415	62371513	62374429	62374571
17566	"ENSG00000149499.11_3"	"EML3"	chr11	-	62372584	62372652	62373113	62373245	62371415	62371673	62373326	62373452
17567	"ENSG00000149499.11_3"	"EML3"	chr11	-	62373113	62373245	62373326	62373452	62372584	62372652	62373534	62373684
17568	"ENSG00000149499.11_3"	"EML3"	chr11	-	62373326	62373452	62373534	62373686	62373067	62373245	62374429	62374554
17569	"ENSG00000101311.15_2"	"FERMT1"	chr20	-	6064686	6064811	6065712	6065934	6060082	6060224	6068423	6068530
17570	"ENSG00000101311.15_2"	"FERMT1"	chr20	-	6088178	6088281	6090944	6091158	6078170	6078278	6093123	6093270
17571	"ENSG00000123472.12_5"	"ATPAF1"	chr1	-	47108865	47108973	47110832	47110928	47098408	47101642	47118252	47118300
17572	"ENSG00000257767.3_7"	"AC002996.1"	chr12	+	112220961	112221102	112223070	112223150	112219721	112219826	112227626	112227738
17573	"ENSG00000122482.21_3"	"ZNF644"	chr1	-	91403041	91403647	91438709	91438770	91383608	91383711	91447866	91447927
17574	"ENSG00000174839.13_3"	"DENND6A"	chr3	-	57618991	57619081	57620284	57620349	57616651	57616705	57620430	57620496
17575	"ENSG00000138642.14_3"	"HERC6"	chr4	+	89304336	89304532	89306650	89306727	89300215	89300272	89311803	89312030
17576	"ENSG00000138642.14_3"	"HERC6"	chr4	+	89304372	89304532	89306650	89306727	89299890	89300272	89311803	89312031
17577	"ENSG00000138642.14_3"	"HERC6"	chr4	+	89304383	89304532	89306650	89306727	89300062	89300272	89311803	89311884
17578	"ENSG00000138642.14_3"	"HERC6"	chr4	+	89338576	89338731	89345011	89345125	89334228	89334418	89349731	89349902
17579	"ENSG00000123349.14_4"	"PFDN5"	chr12	+	53689622	53689725	53690027	53690059	53689325	53689423	53691633	53691708
17581	"ENSG00000123349.14_4"	"PFDN5"	chr12	+	53690027	53690059	53690237	53690335	53689325	53689423	53691633	53691708
17583	"ENSG00000123349.14_4"	"PFDN5"	chr12	+	53690027	53690059	53690213	53691708	53689622	53689725	53691828	53691934
17584	"ENSG00000123349.14_4"	"PFDN5"	chr12	+	53690027	53690059	53691633	53691708	53689622	53689725	53691828	53691934
17585	"ENSG00000132676.16_6"	"DAP3"	chr1	+	155658885	155658965	155679563	155679615	155657757	155657983	155691307	155691409
17586	"ENSG00000132676.16_6"	"DAP3"	chr1	+	155658885	155658965	155679563	155679615	155657775	155657983	155686796	155686919
17587	"ENSG00000132676.16_6"	"DAP3"	chr1	+	155679563	155679615	155686796	155686919	155658881	155658965	155691307	155691409
17588	"ENSG00000132676.16_6"	"DAP3"	chr1	+	155679563	155679615	155686796	155686919	155658881	155658965	155695172	155695281
17589	"ENSG00000132676.16_6"	"DAP3"	chr1	+	155679563	155679615	155691307	155691409	155658881	155658965	155695172	155695281
17590	"ENSG00000132676.16_6"	"DAP3"	chr1	+	155679563	155679615	155697398	155697529	155658881	155658965	155698832	155698913
17591	"ENSG00000132676.16_6"	"DAP3"	chr1	+	155686796	155686919	155691307	155691409	155658881	155658965	155695172	155695281
17593	"ENSG00000132676.16_6"	"DAP3"	chr1	+	155686796	155686919	155697398	155697529	155679563	155679615	155698998	155699082
17594	"ENSG00000132676.16_6"	"DAP3"	chr1	+	155686796	155686919	155691307	155691409	155679563	155679615	155698998	155699157
17595	"ENSG00000132676.16_6"	"DAP3"	chr1	+	155686796	155686919	155698832	155698913	155679563	155679615	155698998	155699157
17596	"ENSG00000132676.16_6"	"DAP3"	chr1	+	155686796	155686919	155691307	155691409	155679563	155679615	155701146	155701206
17597	"ENSG00000132676.16_6"	"DAP3"	chr1	+	155686796	155686919	155691307	155691409	155679563	155679615	155706736	155706854
17598	"ENSG00000132676.16_6"	"DAP3"	chr1	+	155691307	155691409	155697398	155697529	155679563	155679615	155698832	155698855
17599	"ENSG00000132676.16_6"	"DAP3"	chr1	+	155691307	155691409	155698832	155698913	155679563	155679615	155698998	155699157
17600	"ENSG00000132676.16_6"	"DAP3"	chr1	+	155691307	155691409	155698998	155699157	155686796	155686919	155701146	155701202
17601	"ENSG00000132676.16_6"	"DAP3"	chr1	+	155695172	155695202	155695782	155695810	155691307	155691409	155697398	155697529
17602	"ENSG00000132676.16_6"	"DAP3"	chr1	+	155695172	155695202	155697398	155697529	155691307	155691409	155698832	155698855
17603	"ENSG00000132676.16_6"	"DAP3"	chr1	+	155695782	155695810	155697398	155697529	155691307	155691409	155698832	155698913
17604	"ENSG00000132676.16_6"	"DAP3"	chr1	+	155695782	155695810	155698832	155698913	155691307	155691409	155698998	155699157
17605	"ENSG00000132676.16_6"	"DAP3"	chr1	+	155695782	155695810	155698998	155699157	155691307	155691409	155701146	155701206
17606	"ENSG00000132676.16_6"	"DAP3"	chr1	+	155695782	155695810	155697398	155697529	155695172	155695202	155698832	155698855
17607	"ENSG00000132676.16_6"	"DAP3"	chr1	+	155695782	155695810	155697398	155697529	155695172	155695202	155698998	155699082
17608	"ENSG00000132676.16_6"	"DAP3"	chr1	+	155697398	155697529	155698832	155698913	155695717	155695810	155698998	155699157
17609	"ENSG00000132676.16_6"	"DAP3"	chr1	+	155697398	155697529	155698998	155699157	155695717	155695810	155701146	155701202
17610	"ENSG00000132676.16_6"	"DAP3"	chr1	+	155701146	155701206	155706736	155706854	155698998	155699157	155707947	155708217
17613	"ENSG00000182973.18_4"	"CNOT10"	chr3	+	32754718	32754861	32758645	32758729	32750161	32750312	32761605	32761723
17614	"ENSG00000182973.18_4"	"CNOT10"	chr3	+	32757716	32757803	32758645	32758729	32750188	32750312	32761605	32761723
17615	"ENSG00000182973.18_4"	"CNOT10"	chr3	+	32757716	32757803	32758645	32758729	32754718	32754861	32761605	32761723
17616	"ENSG00000182973.18_4"	"CNOT10"	chr3	+	32757716	32757803	32758645	32758729	32754718	32754861	32766941	32767091
17617	"ENSG00000182973.18_4"	"CNOT10"	chr3	+	32757716	32757803	32761605	32761723	32754718	32754861	32766941	32767091
17618	"ENSG00000182973.18_4"	"CNOT10"	chr3	+	32758645	32758729	32761605	32761723	32754718	32754861	32766941	32767091
17619	"ENSG00000182973.18_4"	"CNOT10"	chr3	+	32758645	32758729	32761605	32761723	32757716	32757803	32766941	32767091
17620	"ENSG00000182973.18_4"	"CNOT10"	chr3	+	32761605	32761723	32766941	32767091	32758645	32758729	32769159	32769362
17621	"ENSG00000182973.18_4"	"CNOT10"	chr3	+	32766941	32767091	32769159	32769362	32761605	32761723	32774914	32775036
17622	"ENSG00000182973.18_4"	"CNOT10"	chr3	+	32774914	32775036	32778901	32778982	32769159	32769362	32800949	32801063
17623	"ENSG00000182973.18_4"	"CNOT10"	chr3	+	32776291	32776468	32778901	32778982	32774914	32775036	32800949	32801063
17624	"ENSG00000182973.18_4"	"CNOT10"	chr3	+	32776291	32776468	32800949	32801063	32774914	32775036	32804224	32804355
17625	"ENSG00000182973.18_4"	"CNOT10"	chr3	+	32778901	32778982	32800949	32801063	32776291	32776468	32804224	32804355
17626	"ENSG00000182973.18_4"	"CNOT10"	chr3	+	32800949	32801063	32804224	32804355	32776291	32776468	32805946	32805982
17627	"ENSG00000182973.18_4"	"CNOT10"	chr3	+	32800949	32801063	32804224	32804355	32778901	32778982	32805946	32805982
17628	"ENSG00000182973.18_4"	"CNOT10"	chr3	+	32800949	32801063	32804224	32804355	32778901	32778982	32806173	32806301
17629	"ENSG00000182973.18_4"	"CNOT10"	chr3	+	32804224	32804355	32805946	32805982	32800949	32801063	32806173	32806301
17631	"ENSG00000138698.14_4"	"RAP1GDS1"	chr4	+	99300167	99300314	99313102	99313231	99273626	99273752	99325627	99325753
17632	"ENSG00000138698.14_4"	"RAP1GDS1"	chr4	+	99325627	99325753	99337895	99338039	99313102	99313231	99338517	99338649
17633	"ENSG00000138698.14_4"	"RAP1GDS1"	chr4	+	99341169	99341295	99342405	99342545	99339807	99339942	99355086	99355213
17634	"ENSG00000284820.1_2"	"AC068946.2"	chr2	-	220077729	220077787	220077962	220078048	220077108	220077213	220078160	220078224
17635	"ENSG00000284820.1_2"	"AC068946.2"	chr2	-	220082391	220082529	220082846	220085174	220081085	220081554	220085468	220085614
17636	"ENSG00000136143.16_5"	"SUCLA2"	chr13	-	48371136	48371347	48381528	48381634	48320572	48321559	48481152	48481270
17638	"ENSG00000136143.16_5"	"SUCLA2"	chr13	-	48542729	48542868	48547398	48547527	48528530	48528692	48562675	48562838
17639	"ENSG00000136143.16_5"	"SUCLA2"	chr13	-	48565637	48565813	48568934	48569031	48563016	48563116	48570977	48571158
17640	"ENSG00000138796.16_2"	"HADH"	chr4	+	108940695	108940822	108944629	108944719	108935586	108935744	108948843	108948916
17641	"ENSG00000138796.16_2"	"HADH"	chr4	+	108944629	108944719	108948843	108948916	108940695	108940822	108954331	108954448
17642	"ENSG00000138796.16_2"	"HADH"	chr4	+	108944629	108944719	108948843	108949225	108940695	108940822	108954331	108954448
17646	"ENSG00000117408.11_3"	"IPO13"	chr1	+	44415088	44415825	44421991	44422132	44412621	44413356	44422231	44422373
17647	"ENSG00000117408.11_3"	"IPO13"	chr1	+	44415757	44415825	44421991	44422132	44413241	44413356	44422231	44422373
17648	"ENSG00000117408.11_3"	"IPO13"	chr1	+	44422231	44422373	44422866	44422987	44421991	44422132	44423073	44423221
17649	"ENSG00000117408.11_3"	"IPO13"	chr1	+	44422481	44422648	44423073	44423221	44422231	44422373	44423648	44423830
17650	"ENSG00000117408.11_3"	"IPO13"	chr1	+	44424417	44424561	44425920	44426001	44424132	44424267	44426547	44426685
17651	"ENSG00000117408.11_3"	"IPO13"	chr1	+	44426837	44426934	44429940	44429993	44426547	44426685	44432246	44432313
17652	"ENSG00000117408.11_3"	"IPO13"	chr1	+	44432601	44432691	44432986	44433168	44432395	44432454	44433257	44433424
17653	"ENSG00000168056.16_5"	"LTBP3"	chr11	-	65307483	65307624	65307715	65307853	65307190	65307352	65307956	65308085
17654	"ENSG00000168056.16_5"	"LTBP3"	chr11	-	65309070	65309199	65310575	65310695	65308596	65308764	65310897	65311020
17655	"ENSG00000168056.16_5"	"LTBP3"	chr11	-	65309070	65309199	65310897	65311020	65308596	65308764	65313912	65314035
17656	"ENSG00000168056.16_5"	"LTBP3"	chr11	-	65310575	65310695	65310897	65311020	65309070	65309199	65313912	65314035
17657	"ENSG00000168056.16_5"	"LTBP3"	chr11	-	65310897	65311020	65313912	65314035	65310575	65310695	65314268	65314391
17658	"ENSG00000168056.16_5"	"LTBP3"	chr11	-	65313912	65314035	65314268	65314391	65310897	65311020	65314909	65315038
17659	"ENSG00000168056.16_5"	"LTBP3"	chr11	-	65320330	65320453	65320634	65320727	65319718	65319877	65320895	65321001
17660	"ENSG00000213066.13_5"	"FGFR1OP"	chr6	+	167417751	167417889	167424300	167424381	167416680	167416735	167435896	167436123
17661	"ENSG00000143515.17_4"	"ATP8B2"	chr1	+	154317797	154318021	154318275	154318359	154317446	154317630	154318706	154318952
17662	"ENSG00000138780.14_6"	"GSTCD"	chr4	+	106755617	106755751	106759015	106759046	106746828	106746957	106763221	106763291
17663	"ENSG00000168743.12_7"	"NPNT"	chr4	+	106819057	106819158	106848492	106848585	106816593	106816880	106858165	106858285
17664	"ENSG00000168743.12_7"	"NPNT"	chr4	+	106863463	106863859	106879627	106879714	106861670	106861793	106880184	106880283
17665	"ENSG00000168090.10_3"	"COPS6"	chr7	+	99688214	99688277	99688524	99688572	99688021	99688110	99688660	99688775
17666	"ENSG00000140941.13_3"	"MAP1LC3B"	chr16	+	87425203	87426073	87432420	87432476	87417558	87417802	87435780	87435887
17667	"ENSG00000140941.13_3"	"MAP1LC3B"	chr16	+	87432420	87432476	87435780	87435887	87425203	87426073	87436528	87438385
17668	"ENSG00000035681.9_5"	"NSMAF"	chr8	-	59536267	59536339	59547747	59547784	59535935	59535983	59547863	59547931
17670	"ENSG00000162892.15_3"	"IL24"	chr1	+	207071075	207071221	207072661	207072860	207070787	207070960	207073639	207073702
17671	"ENSG00000162892.15_3"	"IL24"	chr1	+	207071075	207071221	207072664	207072860	207070788	207070960	207073639	207073702
17674	"ENSG00000180628.15_3"	"PCGF5"	chr10	+	93021082	93021181	93031394	93031454	93011048	93011197	93038025	93044086
17675	"ENSG00000072042.13_5"	"RDH11"	chr14	-	68151731	68151921	68159650	68159769	68143516	68145140	68162346	68162481
17676	"ENSG00000072042.13_5"	"RDH11"	chr14	-	68151731	68151921	68156928	68157138	68144789	68145140	68162346	68162483
17677	"ENSG00000072042.13_5"	"RDH11"	chr14	-	68156928	68157138	68157856	68157961	68151731	68151921	68159154	68159310
17678	"ENSG00000072042.13_5"	"RDH11"	chr14	-	68156928	68157138	68159154	68159310	68151731	68151921	68159689	68159769
17679	"ENSG00000072042.13_5"	"RDH11"	chr14	-	68157856	68157961	68159154	68159310	68156928	68157138	68159650	68159769
17680	"ENSG00000072042.13_5"	"RDH11"	chr14	-	68157856	68157961	68159154	68159310	68156928	68157138	68159689	68159769
17681	"ENSG00000072042.13_5"	"RDH11"	chr14	-	68157856	68157961	68159689	68159769	68156928	68157138	68162346	68162471
17682	"ENSG00000072042.13_5"	"RDH11"	chr14	-	68157856	68157961	68159154	68159310	68156991	68157138	68162346	68162491
17683	"ENSG00000105835.12_4"	"NAMPT"	chr7	-	105902033	105902153	105908909	105909046	105894809	105894950	105909599	105909758
17684	"ENSG00000258677.2_6"	"AC022826.2"	chr8	-	74737381	74737484	74742615	74742707	74722708	74722864	74791042	74791089
17685	"ENSG00000254986.7_6"	"DPP3"	chr11	+	66264768	66264948	66272082	66272245	66263100	66263221	66276549	66276816
