ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
4167	"ENSG00000117118.9_2"	"SDHB"	chr1	-	17355094	17355231	17355148	17355231	17350467	17350569
4176	"ENSG00000197713.15_4"	"RPE"	chr2	+	210868161	210868192	210868161	210868181	210874380	210874460
4181	"ENSG00000147813.16_4"	"NAPRT"	chr8	-	144658247	144658742	144658601	144658742	144657592	144657695
4182	"ENSG00000147813.16_4"	"NAPRT"	chr8	-	144658247	144658742	144658601	144658742	144657791	144657872
4185	"ENSG00000196535.16_7"	"MYO18A"	chr17	-	27423778	27424368	27424240	27424368	27421953	27422077
4186	"ENSG00000196535.16_7"	"MYO18A"	chr17	-	27445048	27445207	27445062	27445207	27442681	27442858
4189	"ENSG00000158286.13_3"	"RNF207"	chr1	+	6272741	6273243	6272741	6272793	6278348	6278429
4192	"ENSG00000104381.12_2"	"GDAP1"	chr8	+	75263508	75263701	75263508	75263556	75274118	75274213
4196	"ENSG00000088340.16_5"	"FER1L4"	chr20	-	34147889	34148405	34148306	34148405	34147281	34147394
4200	"ENSG00000180176.14_2"	"TH"	chr11	-	2192914	2193035	2192926	2193035	2190879	2191101
4204	"ENSG00000168393.13_5"	"DTYMK"	chr2	-	242625183	242625292	242625221	242625292	242617866	242618064
4205	"ENSG00000168393.13_5"	"DTYMK"	chr2	-	242625183	242625292	242625221	242625292	242619643	242619734
4216	"ENSG00000181027.10_5"	"FKRP"	chr19	+	47251771	47251974	47251771	47251922	47265089	47265263
4219	"ENSG00000107404.20_5"	"DVL1"	chr1	-	1274666	1275029	1274961	1275029	1273901	1274033
4224	"ENSG00000109133.13_3"	"TMEM33"	chr4	+	41937145	41937546	41937145	41937327	41940618	41940713
4229	"ENSG00000172053.18_3"	"QARS"	chr3	-	49136032	49136422	49136317	49136422	49135424	49135913
4237	"ENSG00000172053.18_3"	"QARS"	chr3	-	49141756	49141904	49141805	49141904	49141295	49141531
4242	"ENSG00000126249.8_5"	"PDCD2L"	chr19	+	34895553	34895895	34895553	34895720	34900065	34900415
4243	"ENSG00000126249.8_5"	"PDCD2L"	chr19	+	34895553	34895895	34895553	34895720	34904641	34904752
4244	"ENSG00000205560.12_3"	"CPT1B"	chr22	-	51015752	51015892	51015784	51015892	51014964	51015066
4248	"ENSG00000131844.16_3"	"MCCC2"	chr5	+	70936829	70936910	70936829	70936902	70939597	70939722
4251	"ENSG00000114388.13_3"	"NPRL2"	chr3	-	50386816	50387259	50387095	50387259	50386115	50386213
4252	"ENSG00000114388.13_3"	"NPRL2"	chr3	-	50387095	50387453	50387343	50387453	50386115	50386213
4253	"ENSG00000114388.13_3"	"NPRL2"	chr3	-	50386816	50387259	50387095	50387259	50386304	50386441
4254	"ENSG00000114388.13_3"	"NPRL2"	chr3	-	50387095	50387453	50387343	50387453	50386304	50386441
4255	"ENSG00000114388.13_3"	"NPRL2"	chr3	-	50387095	50387453	50387361	50387453	50386304	50386441
4256	"ENSG00000114388.13_3"	"NPRL2"	chr3	-	50387343	50387453	50387361	50387453	50386304	50386441
4257	"ENSG00000114388.13_3"	"NPRL2"	chr3	-	50387343	50387453	50387361	50387453	50386816	50386921
4258	"ENSG00000114388.13_3"	"NPRL2"	chr3	-	50387095	50387453	50387343	50387453	50386816	50386925
4260	"ENSG00000114388.13_3"	"NPRL2"	chr3	-	50387343	50387453	50387361	50387453	50386816	50386925
4261	"ENSG00000114388.13_3"	"NPRL2"	chr3	-	50387343	50387453	50387361	50387453	50387095	50387259
4266	"ENSG00000196367.13_4"	"TRRAP"	chr7	+	98628217	98628387	98628217	98628380	98628967	98629088
4268	"ENSG00000173137.12_3"	"ADCK5"	chr8	+	145616779	145617066	145616779	145616911	145617140	145617222
4270	"ENSG00000067955.15_5"	"CBFB"	chr16	+	67063629	67064080	67063629	67063716	67100584	67100701
4271	"ENSG00000067955.15_5"	"CBFB"	chr16	+	67116115	67116242	67116115	67116211	67127300	67127532
4276	"ENSG00000139436.21_5"	"GIT2"	chr12	-	110388971	110389121	110389016	110389121	110376969	110377052
4277	"ENSG00000139436.21_5"	"GIT2"	chr12	-	110388971	110389121	110389016	110389121	110383064	110383154
4278	"ENSG00000139436.21_5"	"GIT2"	chr12	-	110388971	110389121	110389016	110389121	110385060	110385309
4294	"ENSG00000130414.12_5"	"NDUFA10"	chr2	-	240957940	240958056	240957969	240958056	240957231	240957322
4296	"ENSG00000234684.7_7"	"SDCBP2-AS1"	chr20	+	1306064	1306426	1306064	1306173	1330982	1331125
4304	"ENSG00000142330.20_4"	"CAPN10"	chr2	+	241535350	241535938	241535350	241535569	241537304	241537504
4310	"ENSG00000146205.13_4"	"ANO7"	chr2	+	242162600	242163196	242162600	242162691	242163319	242163370
4315	"ENSG00000115677.17_6"	"HDLBP"	chr2	-	242208368	242208710	242208620	242208710	242207891	242207956
4317	"ENSG00000115677.17_6"	"HDLBP"	chr2	-	242208372	242208710	242208620	242208710	242207891	242207956
4318	"ENSG00000115677.17_6"	"HDLBP"	chr2	-	242208615	242208710	242208620	242208710	242207891	242207956
4323	"ENSG00000227110.7_7"	"LMCD1-AS1"	chr3	-	8652808	8653045	8652913	8653045	8651123	8651278
4333	"ENSG00000096063.16_6"	"SRPK1"	chr6	-	35887841	35888305	35888244	35888305	35840339	35840505
4339	"ENSG00000156983.15_4"	"BRPF1"	chr3	+	9787256	9787614	9787256	9787393	9787983	9788138
4341	"ENSG00000103197.18_5"	"TSC2"	chr16	+	2110670	2112009	2110670	2110814	2112497	2112601
4347	"ENSG00000223959.8_2"	"AFG3L1P"	chr16	+	90050938	90051025	90050938	90051007	90051853	90051978
4348	"ENSG00000223959.8_2"	"AFG3L1P"	chr16	+	90050938	90051025	90050938	90051007	90055259	90055359
4350	"ENSG00000101181.17_3"	"MTG2"	chr20	+	60774174	60774339	60774174	60774313	60775738	60777823
4351	"ENSG00000101181.17_3"	"MTG2"	chr20	+	60774174	60774339	60774174	60774313	60778139	60778624
4353	"ENSG00000187017.17_6"	"ESPN"	chr1	+	6508700	6509151	6508700	6508862	6517243	6517323
4359	"ENSG00000149532.15_6"	"CPSF7"	chr11	-	61183576	61183991	61183835	61183991	61183137	61183256
4366	"ENSG00000261008.7_7"	"LINC01572"	chr16	-	72604333	72604414	72604349	72604414	72557230	72557314
4367	"ENSG00000261008.7_7"	"LINC01572"	chr16	-	72604333	72604414	72604349	72604414	72574476	72574510
4369	"ENSG00000261008.7_7"	"LINC01572"	chr16	-	72604333	72604414	72604349	72604414	72595871	72595985
4373	"ENSG00000136247.14_2"	"ZDHHC4"	chr7	+	6617064	6617351	6617064	6617129	6620185	6620309
4375	"ENSG00000136247.14_2"	"ZDHHC4"	chr7	+	6618196	6618377	6618196	6618351	6621237	6621311
4379	"ENSG00000165240.20_5"	"ATP7A"	chrX	+	77178495	77178549	77178495	77178539	77227117	77227258
4383	"ENSG00000123064.12_5"	"DDX54"	chr12	-	113618733	113618863	113618785	113618863	113616947	113617136
4388	"ENSG00000033867.16_4"	"SLC4A7"	chr3	-	27475406	27475595	27475445	27475595	27465527	27465643
4392	"ENSG00000181090.21_6"	"EHMT1"	chr9	+	140622800	140623045	140622800	140622981	140637843	140637980
4393	"ENSG00000181090.21_6"	"EHMT1"	chr9	+	140671069	140671296	140671069	140671292	140672333	140672507
4408	"ENSG00000140332.16_4"	"TLE3"	chr15	-	70349797	70349997	70349812	70349997	70347387	70347637
4421	"ENSG00000135047.15_3"	"CTSL"	chr9	+	90341054	90341223	90341054	90341168	90342941	90343064
4422	"ENSG00000239900.12_4"	"ADSL"	chr22	+	40742532	40742715	40742532	40742660	40749076	40749121
4423	"ENSG00000239900.12_4"	"ADSL"	chr22	+	40742532	40742715	40742532	40742660	40754867	40755039
4437	"ENSG00000157036.13_4"	"EXOG"	chr3	+	38539119	38539269	38539119	38539180	38540257	38540327
4438	"ENSG00000157036.13_4"	"EXOG"	chr3	+	38539119	38539180	38539119	38539175	38540416	38540480
4440	"ENSG00000157036.13_4"	"EXOG"	chr3	+	38539119	38539269	38539119	38539180	38540416	38540480
4441	"ENSG00000157036.13_4"	"EXOG"	chr3	+	38539119	38539269	38539119	38539175	38541580	38541655
4442	"ENSG00000157036.13_4"	"EXOG"	chr3	+	38539119	38539180	38539119	38539175	38542845	38542985
4444	"ENSG00000157036.13_4"	"EXOG"	chr3	+	38539119	38539269	38539119	38539180	38542845	38542985
4445	"ENSG00000284954.1_3"	"AL662884.3"	chr6	-	32121513	32121613	32121542	32121613	32120578	32120949
4448	"ENSG00000131778.19_4"	"CHD1L"	chr1	+	146736080	146736243	146736080	146736191	146737590	146737746
4456	"ENSG00000162032.16_4"	"SPSB3"	chr16	-	1827747	1828613	1828134	1828613	1826718	1827444
4457	"ENSG00000162032.16_4"	"SPSB3"	chr16	-	1827946	1828613	1828134	1828613	1827747	1827873
4462	"ENSG00000178038.17_3"	"ALS2CL"	chr3	-	46718131	46718512	46718338	46718512	46717734	46717892
4477	"ENSG00000178467.18_4"	"P4HTM"	chr3	+	49042293	49042603	49042293	49042479	49043150	49043300
4478	"ENSG00000178467.18_4"	"P4HTM"	chr3	+	49042293	49042603	49042293	49042479	49043209	49043300
4479	"ENSG00000178467.18_4"	"P4HTM"	chr3	+	49042293	49043300	49042293	49042603	49043496	49043620
4481	"ENSG00000163812.15_5"	"ZDHHC3"	chr3	-	45000618	45000952	45000622	45000952	44975379	44975476
4482	"ENSG00000163812.15_5"	"ZDHHC3"	chr3	-	45000618	45000952	45000622	45000952	45000079	45000177
4488	"ENSG00000162300.13_5"	"ZFPL1"	chr11	+	64852586	64854080	64852586	64852698	64854191	64854264
4489	"ENSG00000162300.13_5"	"ZFPL1"	chr11	+	64852586	64854080	64852586	64852698	64854787	64854905
4492	"ENSG00000126777.18_6"	"KTN1"	chr14	+	56138283	56138595	56138283	56138373	56139347	56139419
4496	"ENSG00000136811.16_5"	"ODF2"	chr9	+	131223220	131223346	131223220	131223289	131235191	131235321
4498	"ENSG00000047849.21_6"	"MAP4"	chr3	-	47912302	47912595	47912347	47912595	47896737	47896850
4499	"ENSG00000047849.21_6"	"MAP4"	chr3	-	47912302	47912595	47912347	47912595	47898920	47899002
4500	"ENSG00000047849.21_6"	"MAP4"	chr3	-	47912302	47912595	47912347	47912595	47908735	47908828
4502	"ENSG00000245680.10_5"	"ZNF585B"	chr19	-	37701342	37701407	37701360	37701407	37689840	37689956
4503	"ENSG00000131652.14_3"	"THOC6"	chr16	+	3075924	3076167	3075924	3075989	3076251	3076289
4506	"ENSG00000164053.21_5"	"ATRIP"	chr3	+	48488140	48488496	48488140	48488203	48493134	48493305
4508	"ENSG00000092531.10_4"	"SNAP23"	chr15	+	42805152	42805645	42805152	42805194	42807434	42807552
4510	"ENSG00000051825.14_5"	"MPHOSPH9"	chr12	-	123702922	123703046	123702945	123703046	123694602	123694709
4513	"ENSG00000051825.14_5"	"MPHOSPH9"	chr12	-	123712009	123712163	123712092	123712163	123710834	123710898
4514	"ENSG00000095059.16_5"	"DHPS"	chr19	-	12787912	12788025	12787921	12788025	12786830	12786953
4515	"ENSG00000095059.16_5"	"DHPS"	chr19	-	12790270	12790533	12790436	12790533	12788104	12788210
4519	"ENSG00000173402.11_6"	"DAG1"	chr3	+	49514281	49514338	49514281	49514333	49524660	49524848
4520	"ENSG00000173402.11_6"	"DAG1"	chr3	+	49514281	49514338	49514281	49514333	49524686	49524848
4521	"ENSG00000173402.11_6"	"DAG1"	chr3	+	49514281	49514338	49514281	49514333	49526058	49526178
4522	"ENSG00000173402.11_6"	"DAG1"	chr3	+	49514281	49514338	49514281	49514333	49530255	49530406
4527	"ENSG00000269834.6_5"	"ZNF528-AS1"	chr19	-	52899568	52899752	52899617	52899752	52898043	52898100
4534	"ENSG00000214706.10_3"	"IFRD2"	chr3	-	50327359	50327725	50327600	50327725	50326230	50326368
4535	"ENSG00000214706.10_3"	"IFRD2"	chr3	-	50327359	50327725	50327600	50327725	50326685	50326791
4536	"ENSG00000214706.10_3"	"IFRD2"	chr3	-	50327359	50327725	50327600	50327725	50326877	50327059
4537	"ENSG00000214706.10_3"	"IFRD2"	chr3	-	50327359	50327725	50327600	50327725	50327142	50327193
4541	"ENSG00000160446.19_6"	"ZDHHC12"	chr9	-	131484716	131486406	131486272	131486406	131484287	131484365
4547	"ENSG00000198721.12_6"	"ECI2"	chr6	-	4125483	4126471	4126368	4126471	4119419	4119509
4552	"ENSG00000214432.9_7"	"VPS33B-DT"	chr15	+	91566542	91567201	91566542	91566824	91573110	91573471
4554	"ENSG00000232855.7_7"	"AF165147.1"	chr21	-	29949474	29949702	29949540	29949702	29818610	29818793
4555	"ENSG00000232855.7_7"	"AF165147.1"	chr21	-	29949474	29949702	29949596	29949702	29818610	29818793
4556	"ENSG00000232855.7_7"	"AF165147.1"	chr21	-	29949540	29949702	29949596	29949702	29818610	29818793
4557	"ENSG00000232855.7_7"	"AF165147.1"	chr21	-	29949474	29949702	29949540	29949702	29855277	29855390
4559	"ENSG00000232855.7_7"	"AF165147.1"	chr21	-	29949540	29949702	29949596	29949702	29855277	29855390
4567	"ENSG00000147454.14_3"	"SLC25A37"	chr8	+	23423620	23424326	23423620	23423849	23425771	23425891
4575	"ENSG00000286619.1_1"	"AC119673.2"	chr1	+	205827270	205827421	205827270	205827417	205831572	205831726
4576	"ENSG00000286619.1_1"	"AC119673.2"	chr1	+	205827270	205827448	205827270	205827417	205831572	205831726
4578	"ENSG00000286619.1_1"	"AC119673.2"	chr1	+	205827270	205827421	205827270	205827417	205837897	205837961
4579	"ENSG00000286619.1_1"	"AC119673.2"	chr1	+	205827270	205827448	205827270	205827417	205837897	205837961
4580	"ENSG00000286619.1_1"	"AC119673.2"	chr1	+	205827270	205827448	205827270	205827421	205837897	205837961
4585	"ENSG00000184584.13_5"	"TMEM173"	chr5	-	138860743	138861289	138861062	138861289	138857854	138858093
4586	"ENSG00000184584.13_5"	"TMEM173"	chr5	-	138860743	138861887	138861794	138861887	138857854	138858093
4587	"ENSG00000184584.13_5"	"TMEM173"	chr5	-	138860743	138861289	138861062	138861289	138860374	138860483
4588	"ENSG00000184584.13_5"	"TMEM173"	chr5	-	138860743	138861887	138861794	138861887	138860374	138860483
4590	"ENSG00000109625.19_4"	"CPZ"	chr4	+	8601179	8601313	8601179	8601212	8602683	8603235
4593	"ENSG00000131899.11_3"	"LLGL1"	chr17	+	18140148	18141087	18140148	18140253	18141380	18141528
4596	"ENSG00000122515.15_5"	"ZMIZ2"	chr7	+	44801047	44801504	44801047	44801192	44802854	44803012
4606	"ENSG00000245958.6_6"	"AC093752.1"	chr4	+	120433967	120434125	120433967	120434075	120440643	120440721
4613	"ENSG00000185787.14_4"	"MORF4L1"	chr15	+	79183330	79183914	79183330	79183356	79184553	79184655
4616	"ENSG00000042429.12_4"	"MED17"	chr11	+	93542882	93543042	93542882	93543024	93545018	93548129
4617	"ENSG00000144136.11_5"	"SLC20A1"	chr2	+	113417963	113418803	113417963	113418149	113420440	113421402
4618	"ENSG00000274487.2_5"	"AC244154.1"	chr17	-	36358796	36359042	36358841	36359042	36358124	36358158
4623	"ENSG00000150433.9_4"	"TMEM218"	chr11	-	124972532	124972705	124972629	124972705	124971096	124971199
4624	"ENSG00000150433.9_4"	"TMEM218"	chr11	-	124972532	124972705	124972629	124972705	124971339	124971417
4631	"ENSG00000121578.13_5"	"B4GALT4"	chr3	-	118959611	118959725	118959696	118959725	118948693	118949091
4636	"ENSG00000144535.19_6"	"DIS3L2"	chr2	+	232995328	232995653	232995328	232995429	233001181	233001429
4637	"ENSG00000144535.19_6"	"DIS3L2"	chr2	+	232995328	232995653	232995328	232995429	233028168	233028342
4640	"ENSG00000172716.16_3"	"SLFN11"	chr17	-	33694559	33694719	33694621	33694719	33693965	33694062
4644	"ENSG00000172716.16_3"	"SLFN11"	chr17	-	33700492	33700639	33700600	33700639	33693965	33694082
4647	"ENSG00000147535.17_6"	"PLPP5"	chr8	-	38126340	38126508	38126399	38126508	38125888	38125925
4654	"ENSG00000104805.16_6"	"NUCB1"	chr19	+	49416730	49416821	49416730	49416789	49421923	49422001
4655	"ENSG00000104805.16_6"	"NUCB1"	chr19	+	49416730	49416821	49416730	49416789	49421982	49422041
4656	"ENSG00000171848.15_5"	"RRM2"	chr2	+	10262865	10263184	10262865	10263024	10263513	10263657
4658	"ENSG00000133816.15_6"	"MICAL2"	chr11	+	12159936	12160011	12159936	12160007	12174770	12174863
4660	"ENSG00000133816.15_6"	"MICAL2"	chr11	+	12297805	12298262	12297805	12297878	12302479	12302646
4671	"ENSG00000267374.2_8"	"MIR924HG"	chr18	-	37364038	37364206	37364063	37364206	37331292	37331324
4679	"ENSG00000125447.17_6"	"GGA3"	chr17	-	73235869	73237138	73236422	73237138	73234994	73235164
4683	"ENSG00000147471.12_7"	"PLPBP"	chr8	+	37623043	37623264	37623043	37623151	37623797	37623873
4692	"ENSG00000085978.22_4"	"ATG16L1"	chr2	+	234160318	234160588	234160318	234160586	234171775	234171881
4694	"ENSG00000169718.17_4"	"DUS1L"	chr17	-	80018736	80018837	80018740	80018837	80018576	80018659
4697	"ENSG00000139651.11_3"	"ZNF740"	chr12	+	53575460	53575974	53575460	53575776	53579170	53579260
4700	"ENSG00000173230.15_7"	"GOLGB1"	chr3	-	121388043	121388202	121388058	121388202	121387160	121387355
4704	"ENSG00000113810.16_3"	"SMC4"	chr3	+	160117437	160117537	160117437	160117485	160119777	160119881
4706	"ENSG00000113810.16_3"	"SMC4"	chr3	+	160117437	160117537	160117437	160117485	160122115	160122292
4708	"ENSG00000113810.16_3"	"SMC4"	chr3	+	160129707	160129872	160129707	160129765	160130317	160130640
4712	"ENSG00000176978.14_4"	"DPP7"	chr9	-	140007171	140007257	140007196	140007257	140006584	140006682
4713	"ENSG00000176978.14_4"	"DPP7"	chr9	-	140008694	140009028	140008914	140009028	140008316	140008480
4715	"ENSG00000239523.6_7"	"MYLK-AS1"	chr3	+	123304493	123304648	123304493	123304641	123330081	123330202
4716	"ENSG00000239523.6_7"	"MYLK-AS1"	chr3	+	123304493	123304648	123304493	123304641	123348337	123348528
4718	"ENSG00000163848.19_3"	"ZNF148"	chr3	-	125042152	125042288	125042231	125042288	125033780	125033897
4725	"ENSG00000184634.16_5"	"MED12"	chrX	+	70357036	70357242	70357036	70357233	70357410	70357485
4729	"ENSG00000120314.18_2"	"WDR55"	chr5	+	140047818	140048087	140047818	140047919	140048196	140048376
4730	"ENSG00000147689.16_4"	"FAM83A"	chr8	+	124219396	124219665	124219396	124219656	124221665	124222319
4733	"ENSG00000160256.13_4"	"FAM207A"	chr21	+	46363598	46363752	46363598	46363707	46386948	46387096
4734	"ENSG00000160256.13_4"	"FAM207A"	chr21	+	46363598	46363752	46363598	46363707	46393111	46393180
4736	"ENSG00000175110.11_5"	"MRPS22"	chr3	+	139069020	139069902	139069020	139069164	139071488	139071634
4740	"ENSG00000125703.15_3"	"ATG4C"	chr1	+	63249805	63249944	63249805	63249896	63269448	63269533
4764	"ENSG00000123737.12_4"	"EXOSC9"	chr4	+	122723828	122723948	122723828	122723887	122724069	122724172
4766	"ENSG00000103496.15_5"	"STX4"	chr16	+	31045524	31045857	31045524	31045646	31046290	31046361
4767	"ENSG00000103496.15_5"	"STX4"	chr16	+	31045524	31045857	31045524	31045646	31049246	31049355
4768	"ENSG00000242086.8_6"	"MUC20-OT1"	chr3	+	195425900	195426078	195425900	195426049	195428250	195428540
4781	"ENSG00000082996.19_6"	"RNF13"	chr3	+	149613259	149613357	149613259	149613347	149629764	149629870
4782	"ENSG00000082996.19_6"	"RNF13"	chr3	+	149613259	149613357	149613259	149613347	149638920	149639014
4791	"ENSG00000197980.13_4"	"LEKR1"	chr3	+	156696982	156697163	156696982	156697064	156697607	156697817
4797	"ENSG00000230091.6_5"	"TMEM254-AS1"	chr10	-	81820545	81820689	81820571	81820689	81813151	81813342
4798	"ENSG00000230091.6_5"	"TMEM254-AS1"	chr10	-	81820545	81820689	81820571	81820689	81815671	81815882
4799	"ENSG00000230091.6_5"	"TMEM254-AS1"	chr10	-	81820545	81820689	81820571	81820689	81816074	81816161
4800	"ENSG00000196182.10_3"	"STK40"	chr1	-	36833448	36833685	36833452	36833685	36824337	36824423
4802	"ENSG00000196182.10_3"	"STK40"	chr1	-	36833448	36833685	36833452	36833685	36828159	36828257
4804	"ENSG00000174891.13_5"	"RSRC1"	chr3	+	158178723	158178798	158178723	158178792	158254880	158254987
4816	"ENSG00000160948.14_4"	"VPS28"	chr8	-	145650100	145651155	145650328	145651155	145649597	145649651
4817	"ENSG00000160948.14_4"	"VPS28"	chr8	-	145650100	145651155	145651065	145651155	145649597	145649651
4818	"ENSG00000160948.14_4"	"VPS28"	chr8	-	145650328	145651155	145651065	145651155	145649597	145649651
4819	"ENSG00000160948.14_4"	"VPS28"	chr8	-	145650328	145651155	145651065	145651155	145650100	145650202
4821	"ENSG00000160948.14_4"	"VPS28"	chr8	-	145651408	145651591	145651562	145651591	145651065	145651155
4822	"ENSG00000160948.14_4"	"VPS28"	chr8	-	145651408	145652366	145652291	145652366	145651065	145651155
4825	"ENSG00000085276.18_6"	"MECOM"	chr3	-	169098974	169099312	169099046	169099312	168861485	168861620
4829	"ENSG00000085276.18_6"	"MECOM"	chr3	-	169098974	169099312	169099046	169099312	168867269	168867543
4831	"ENSG00000182362.14_3"	"YBEY"	chr21	+	47706297	47706651	47706297	47706329	47711247	47711376
4836	"ENSG00000110330.8_4"	"BIRC2"	chr11	+	102219328	102219495	102219328	102219450	102220608	102221480
4837	"ENSG00000110330.8_4"	"BIRC2"	chr11	+	102219328	102219495	102219328	102219450	102221076	102221296
4839	"ENSG00000005801.18_6"	"ZNF195"	chr11	-	3392172	3392300	3392204	3392300	3383797	3383832
4840	"ENSG00000005801.18_6"	"ZNF195"	chr11	-	3392172	3392300	3392204	3392300	3384547	3384621
4851	"ENSG00000272916.5_8"	"AC022400.7"	chr10	-	75561097	75562534	75562431	75562534	75560260	75560317
4874	"ENSG00000174628.16_4"	"IQCK"	chr16	+	19775169	19775434	19775169	19775222	19800159	19800244
4877	"ENSG00000090539.15_4"	"CHRD"	chr3	+	184103833	184104543	184103833	184103947	184104632	184104726
4882	"ENSG00000073792.15_3"	"IGF2BP2"	chr3	-	185407142	185407415	185407342	185407415	185393578	185393701
4883	"ENSG00000073792.15_3"	"IGF2BP2"	chr3	-	185407142	185407415	185407342	185407415	185404844	185404979
4885	"ENSG00000141367.11_4"	"CLTC"	chr17	+	57741202	57741355	57741202	57741353	57742147	57742270
4899	"ENSG00000170921.15_4"	"TANC2"	chr17	+	61176535	61176718	61176535	61176607	61228630	61228741
4900	"ENSG00000165188.13_2"	"RNF183"	chr9	-	116061851	116062055	116061927	116062055	116059733	116060501
4904	"ENSG00000105197.11_5"	"TIMM50"	chr19	+	39973524	39973603	39973524	39973556	39976183	39976242
4907	"ENSG00000169714.16_4"	"CNBP"	chr3	-	128890476	128890614	128890494	128890614	128890288	128890351
4909	"ENSG00000169714.16_4"	"CNBP"	chr3	-	128890494	128890614	128890497	128890614	128890288	128890351
4914	"ENSG00000196465.10_3"	"MYL6B"	chr12	+	56548596	56548982	56548596	56548624	56549202	56549376
4916	"ENSG00000185798.8_4"	"WDR53"	chr3	-	196293760	196294178	196294061	196294178	196281064	196281678
4917	"ENSG00000116786.13_5"	"PLEKHM2"	chr1	+	16053508	16054327	16053508	16053563	16054573	16054643
4918	"ENSG00000114503.11_5"	"NCBP2"	chr3	-	196666121	196666303	196666263	196666303	196664380	196664502
4919	"ENSG00000244754.8_4"	"N4BP2L2"	chr13	-	33109905	33111164	33111142	33111164	33054726	33054774
4920	"ENSG00000244754.8_4"	"N4BP2L2"	chr13	-	33109905	33111164	33111142	33111164	33091993	33092140
4921	"ENSG00000244754.8_4"	"N4BP2L2"	chr13	-	33101544	33101669	33101594	33101669	33095509	33095586
4923	"ENSG00000244754.8_4"	"N4BP2L2"	chr13	-	33109905	33111164	33111142	33111164	33096318	33096407
4930	"ENSG00000149923.14_3"	"PPP4C"	chr16	+	30094714	30095102	30094714	30094888	30095986	30096176
4956	"ENSG00000102781.14_4"	"KATNAL1"	chr13	-	30829583	30829752	30829624	30829752	30815095	30815223
4957	"ENSG00000141959.17_2"	"PFKL"	chr21	+	45744738	45745943	45744738	45744800	45746041	45746147
4960	"ENSG00000204599.14_4"	"TRIM39"	chr6	+	30308281	30308397	30308281	30308315	30309165	30309247
4969	"ENSG00000167528.12_3"	"ZNF641"	chr12	-	48740931	48741126	48741034	48741126	48738381	48738495
4970	"ENSG00000167528.12_3"	"ZNF641"	chr12	-	48740931	48741126	48741034	48741126	48739210	48739257
4972	"ENSG00000127837.9_2"	"AAMP"	chr2	-	219130301	219130669	219130553	219130669	219130093	219130184
4978	"ENSG00000160695.14_2"	"VPS11"	chr11	+	118948882	118949707	118948882	118949044	118949838	118950010
4982	"ENSG00000010322.16_4"	"NISCH"	chr3	+	52511589	52512298	52511589	52511658	52512464	52512593
4984	"ENSG00000115355.16_3"	"CCDC88A"	chr2	-	55522732	55523192	55523085	55523192	55518811	55518911
4987	"ENSG00000110756.17_3"	"HPS5"	chr11	-	18343492	18343721	18343679	18343721	18332933	18332998
5003	"ENSG00000240682.9_3"	"ISY1"	chr3	-	128853670	128853797	128853674	128853797	128849392	128849479
5007	"ENSG00000167861.16_3"	"HID1"	chr17	-	72954421	72954858	72954767	72954858	72954235	72954314
5009	"ENSG00000167861.16_3"	"HID1"	chr17	-	72959834	72960005	72959865	72960005	72959067	72959173
5012	"ENSG00000114745.13_2"	"GORASP1"	chr3	-	39142278	39142593	39142506	39142593	39141795	39141945
5014	"ENSG00000114745.13_2"	"GORASP1"	chr3	-	39142278	39142593	39142506	39142593	39141795	39141994
5015	"ENSG00000114745.13_2"	"GORASP1"	chr3	-	39144168	39144372	39144183	39144372	39142513	39142593
5017	"ENSG00000135341.18_3"	"MAP3K7"	chr6	-	91260186	91261898	91261767	91261898	91257765	91257896
5018	"ENSG00000056736.10_5"	"IL17RB"	chr3	+	53891642	53892845	53891642	53891717	53894156	53894255
5019	"ENSG00000078269.15_5"	"SYNJ2"	chr6	+	158480288	158480569	158480288	158480385	158483023	158483196
5020	"ENSG00000078269.15_5"	"SYNJ2"	chr6	+	158480288	158480569	158480288	158480385	158483086	158483196
5021	"ENSG00000078269.15_5"	"SYNJ2"	chr6	+	158480288	158480569	158480288	158480385	158484822	158484904
5023	"ENSG00000109184.15_3"	"DCUN1D4"	chr4	+	52752733	52753410	52752733	52752804	52765435	52765544
5025	"ENSG00000141179.13_2"	"PCTP"	chr17	+	53848466	53848562	53848466	53848546	53851084	53851256
5030	"ENSG00000136490.9_4"	"LIMD2"	chr17	-	61776158	61776429	61776387	61776429	61775175	61776071
5037	"ENSG00000160867.15_4"	"FGFR4"	chr5	+	176513905	176514034	176513905	176514019	176517390	176517654
5042	"ENSG00000165637.13_3"	"VDAC2"	chr10	+	76978820	76979114	76978820	76978973	76980500	76980728
5044	"ENSG00000188603.19_6"	"CLN3"	chr16	-	28493425	28493703	28493647	28493703	28489057	28489198
5045	"ENSG00000188603.19_6"	"CLN3"	chr16	-	28493425	28493993	28493928	28493993	28489057	28489198
5046	"ENSG00000188603.19_6"	"CLN3"	chr16	-	28493647	28493993	28493928	28493993	28489057	28489198
5048	"ENSG00000188603.19_6"	"CLN3"	chr16	-	28493928	28493993	28493946	28493993	28493647	28493703
5049	"ENSG00000188603.19_6"	"CLN3"	chr16	-	28497898	28498862	28498776	28498862	28493946	28493993
5050	"ENSG00000188603.19_6"	"CLN3"	chr16	-	28502802	28503156	28503034	28503156	28495326	28495439
