ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
583	211,73,231	57,20,52	318,251,100	107,76,37	2892	100
584	73,54,96	107,123,103	91,80,70	69,72,51	2230	100
585	2,2,1	2,2,7	0,1,0	0,0,0	211	100
587	29,24,18	58,72,65	1,0,4	15,4,12	345	100
588	11,10,0	0,1,1	0,0,1	0,0,0	276	100
590	1,1,0	66,53,56	0,0,1	24,29,40	182	100
593	1243,477,905	2375,2373,2359	923,756,1036	935,989,1315	605	100
594	156,129,224	2,0,2	250,325,196	9,7,3	179	100
595	343,196,300	1,0,1	517,759,379	0,0,0	1324	100
596	356,201,308	39,43,32	531,774,391	65,68,62	1357	100
597	5,12,8	3,35,11	5,0,1	6,5,0	296	100
598	2230,3012,3189	759,1490,1300	2837,5630,1697	602,1169,554	2585	100
599	719,368,558	823,654,837	434,375,437	402,369,509	190	100
600	155,42,83	1185,974,1126	122,106,89	862,624,744	193	100
601	600,361,464	4,0,1	389,324,318	0,0,0	219	100
602	682,432,552	36,8,25	451,378,369	33,22,27	234	100
603	70,58,103	3,6,4	45,37,26	1,9,3	218	100
604	393,471,408	461,466,550	391,424,277	330,352,360	1259	100
605	131,76,122	647,556,748	93,62,77	438,464,513	306	100
606	158,93,139	416,323,400	152,128,99	179,231,224	173	100
607	872,499,769	22,2,18	774,596,601	19,16,19	1009	100
608	714,408,630	388,296,433	623,469,505	256,264,289	837	100
609	132,50,140	307,263,328	2,6,27	49,54,80	171	100
610	350,162,333	730,499,786	218,123,166	424,351,468	400	100
611	480,236,464	0,0,2	269,177,239	0,0,0	420	100
612	494,189,348	974,659,797	193,121,175	569,408,614	478	100
614	275,136,251	1128,1497,1154	115,108,126	687,754,813	322	100
615	467,568,497	974,1089,856	291,226,254	545,517,645	327	100
616	366,431,388	13,30,12	221,171,176	4,4,3	260	100
617	123,161,169	1069,1240,1061	97,93,107	595,611,714	189	100
618	82,102,118	171,162,185	184,155,74	129,148,160	710	100
619	389,270,373	108,81,144	459,403,243	66,120,80	873	100
620	62,52,47	1066,1314,1242	47,33,32	515,520,591	173	100
621	527,350,660	11,5,9	774,913,425	5,12,6	347	100
622	72,206,86	3,13,6	185,305,188	18,20,12	228	100
623	182,517,253	11,19,10	535,813,465	24,30,26	625	100
628	336,189,342	489,432,468	363,389,236	583,637,592	281	100
629	27,30,36	626,500,712	46,31,29	805,870,767	183	100
630	5,4,3	42,47,42	14,17,3	111,108,91	284	100
632	105,77,101	0,0,7	135,94,79	2,2,2	316	100
633	106,82,105	65,78,82	139,94,85	37,77,69	333	100
634	156,151,172	6,3,3	182,148,140	3,4,2	382	100
635	97,53,89	53,103,69	112,96,82	28,52,60	189	100
636	185,124,185	0,1,0	236,184,159	0,1,0	498	100
637	270,200,271	7,6,1	353,261,232	6,6,8	673	100
638	182,129,175	2,3,0	229,173,155	1,1,0	364	100
639	110,96,114	43,102,83	140,105,96	31,62,57	226	100
640	292,224,294	0,0,0	378,296,262	0,1,0	889	100
641	306,245,323	0,0,0	403,313,273	0,2,1	956	100
642	24,26,35	52,71,61	32,25,18	70,84,52	253	100
643	109,66,100	63,67,67	170,105,97	38,67,46	405	100
644	81,43,59	64,94,65	102,103,74	43,68,46	203	100
645	76,42,55	0,0,5	99,100,70	1,0,0	190	100
646	370,513,492	27,21,20	1091,1111,1049	58,63,82	1596	100
650	101,88,135	2133,2836,2709	118,118,105	2060,2149,2637	273	100
651	569,443,594	4097,3852,3989	349,303,337	2650,2726,3256	288	100
652	257,186,265	277,270,315	160,140,133	151,155,229	226	100
653	920,745,774	1722,1480,1971	617,619,502	1210,1296,1344	296	100
654	152,97,162	1752,1436,1852	165,128,129	953,1206,1231	179	100
655	906,673,999	5166,6822,6194	281,304,325	3087,3110,3302	459	100
656	412,271,450	11369,14978,13570	173,175,239	7071,7336,7744	173	100
657	3391,3603,3461	13056,16352,13545	1653,1653,1870	8209,8544,9267	453	100
658	1512,1557,1471	252,224,250	854,814,909	78,83,73	195	100
659	3392,5709,4138	26,42,27	3546,4512,5008	22,32,38	188	100
660	68,79,60	18,17,16	70,49,49	11,6,19	204	100
661	71,81,65	1806,2549,2432	71,54,54	1745,2281,2625	208	100
662	97,145,131	266,649,389	114,112,98	272,599,327	281	100
663	246,49,121	2,0,0	59,34,29	0,0,0	101	100
665	338,371,286	19630,31581,23398	205,207,267	11653,14429,17079	209	100
666	579,520,459	60,38,41	365,344,453	21,30,19	424	100
667	248,379,269	359,507,443	329,408,283	306,394,353	384	100
668	32,50,35	35,107,37	37,37,15	5,12,9	362	100
669	9,3,3	755,572,889	1,4,4	689,714,541	184	100
670	705,433,748	30,12,41	512,655,425	51,36,21	423	100
671	1112,709,1178	890,1181,1276	844,1045,634	1313,1697,1296	605	100
672	82,285,148	2,10,2	59,69,69	0,1,1	831	100
673	45,154,62	22,81,47	32,38,42	12,10,16	729	100
675	54,48,43	335,495,461	4,18,5	80,126,69	258	100
679	0,1,7	0,2,2	6,8,7	0,5,3	273	100
680	639,568,704	475,677,556	443,409,301	327,359,326	2290	100
681	126,97,134	30,37,36	105,103,108	22,49,33	173	100
682	150,209,179	2,0,0	180,196,179	0,0,3	365	100
683	0,0,1	0,2,1	0,1,3	5,15,7	219	100
685	2,9,0	0,4,1	3,1,0	4,2,2	1084	100
686	137,104,152	1,1,0	158,127,107	0,0,0	1154	100
687	382,426,363	131,309,239	633,700,630	149,145,164	997	100
688	27,35,56	415,359,561	62,66,52	480,546,506	185	100
689	13,13,18	0,0,0	10,10,24	1,0,1	4819	100
691	80,60,54	1557,1855,1780	55,35,23	826,732,951	185	100
692	221,147,206	1249,1313,1589	160,153,142	706,600,702	187	100
693	185,305,207	7,6,4	236,183,208	5,3,1	319	100
694	28,37,27	1,1,0	51,76,88	6,9,7	453	100
697	80,109,102	334,466,410	108,136,83	500,608,596	245	100
698	66,59,45	338,468,531	95,74,73	535,595,610	328	100
699	84,75,40	1606,2117,1654	72,56,48	2008,1952,1702	317	100
700	87,80,116	1123,1507,1541	92,72,68	1163,1187,1247	196	100
701	239,165,198	2363,3525,3117	210,254,289	2402,2530,2753	221	100
705	33,43,53	632,1096,678	13,14,20	279,414,358	540	100
706	24,34,45	1,0,2	10,10,17	1,1,0	522	100
709	108,94,95	86,215,144	113,69,83	123,154,124	196	100
710	232,337,301	2,7,2	277,312,310	7,7,0	286	100
711	18,5,15	161,226,191	21,40,25	188,159,185	178	100
712	16,18,28	366,446,447	11,10,12	157,147,178	487	100
716	171,156,127	541,574,538	175,109,115	395,396,434	346	100
717	128,145,149	645,563,655	154,115,127	425,417,464	251	100
720	786,335,679	3,1,5	270,238,154	0,1,1	519	100
721	1423,578,1317	1326,1358,1800	537,462,344	525,619,456	913	100
722	368,315,413	4963,5199,5350	124,91,152	2263,2835,2883	291	100
723	1066,1309,946	3499,4253,4230	807,782,657	2591,3029,2731	380	100
724	2219,3012,2544	36,26,33	1741,1828,1621	25,21,21	428	100
725	499,315,506	1107,1068,1130	282,276,381	641,659,777	169	100
726	144,158,152	28,13,24	38,54,78	8,14,4	168	100
727	191,196,215	1457,1382,1496	65,66,109	820,851,1120	192	100
728	495,441,545	7,4,12	344,298,375	0,4,2	1133	100
729	403,365,435	2098,1895,2135	343,281,366	1142,1230,1584	958	100
730	107,25,88	912,304,618	46,31,59	318,267,531	189	100
731	4,2,5	0,0,0	6,11,8	0,3,0	357	100
732	347,276,322	817,956,947	172,229,199	746,1087,1064	341	100
734	503,621,649	1209,1538,1636	405,503,498	1588,2135,2058	542	100
735	358,431,447	4,0,3	275,362,311	0,1,2	524	100
736	514,645,665	6,3,1	440,539,525	2,7,4	546	100
737	1,1,0	0,0,9	0,1,1	0,0,0	222	100
740	100,66,113	1330,1095,1612	164,169,131	1519,1898,1717	203	100
741	215,170,272	1,0,5	355,416,346	2,5,5	431	100
742	24,25,31	270,238,291	25,26,32	262,246,307	189	100
743	55,38,91	8,8,3	29,29,44	4,6,5	375	100
744	23,16,46	233,251,302	10,14,20	98,109,194	316	100
746	1272,3394,1245	0,0,0	1043,1041,1275	1,0,0	101	100
747	1937,2328,2334	43240,57594,43725	1429,1503,1623	25810,29061,33640	294	100
748	19636,27704,21702	45,72,40	13572,13906,16280	45,33,52	337	100
749	51170,74557,55440	31,69,36	32669,35120,40882	17,14,24	398	100
750	3148,3458,3596	0,235,146	2128,2117,2392	0,0,0	691	100
751	1501,1516,1607	48137,73017,52751	957,840,1022	29428,33062,38436	421	100
752	231,180,256	11,2,11	186,176,135	11,2,3	1204	100
753	14,11,22	238,187,304	32,27,36	253,228,240	175	100
755	30,26,37	0,0,1	59,66,42	4,1,4	221	100
756	16,21,13	44,58,55	10,18,20	55,77,38	191	100
757	181,157,201	229,262,257	118,110,75	166,140,130	1206	100
758	340,347,395	7,4,6	260,208,174	8,0,6	1267	100
759	252,250,299	11,13,15	183,156,110	3,6,5	1229	100
760	810,708,814	3960,5859,5604	566,651,736	5079,5952,6561	552	100
761	6321,7457,7288	7,0,0	3740,4329,4740	0,0,7	1264	100
762	54,116,90	7,2,0	61,74,56	3,0,0	283	100
763	544,579,677	9,6,2	453,654,437	6,23,6	552	100
764	26,23,38	555,562,667	34,19,14	403,493,385	286	100
765	13,15,20	538,649,691	22,17,15	420,463,501	174	100
766	392,440,262	308,441,335	335,330,321	219,270,360	194	100
769	150,80,148	0,0,0	120,124,78	0,1,0	459	100
770	1410,281,2255	2523,2282,2638	1530,644,286	2490,2132,2522	567	100
771	493,304,1463	22320,21729,24680	506,375,314	23757,20406,23420	570	100
772	2,15,2	9,17,18	11,6,1	9,31,16	864	100
773	10,20,4	2,4,14	47,12,26	12,28,23	448	100
774	92,54,75	11,4,6	109,127,81	12,7,6	1755	100
775	5,8,10	368,438,342	10,5,3	329,256,300	201	100
776	194,183,306	69,51,97	133,131,73	111,115,66	723	100
777	180,175,292	0,0,2	120,111,70	0,0,0	680	100
779	1557,219,1026	16099,2596,10629	30,8,50	623,220,484	530	100
780	6,12,12	0,2,0	2,26,6	0,12,0	1071	100
784	51,73,86	994,1047,1271	28,27,42	671,724,711	696	100
785	1563,2521,2015	14041,18308,17091	1403,1632,1604	7679,8458,10879	666	100
786	15230,19851,17823	9,13,5	11114,11141,13042	6,9,3	706	100
787	2182,1781,2152	24,46,20	2095,1525,1804	14,20,25	630	100
788	15298,19947,17904	25,56,47	11177,11198,13099	30,21,42	710	100
789	2250,1877,2233	19526,26218,24387	2158,1582,1861	14371,14813,17030	634	100
790	16774,21031,19601	121,245,219	11703,12064,13763	109,105,118	746	100
791	265,201,206	5267,6181,6054	102,105,206	4269,5759,5365	237	100
792	6,2,3	0,0,0	13,27,22	1,0,4	367	100
793	6,2,3	0,0,0	12,27,22	12,2,5	364	100
794	341,251,293	803,1048,853	379,407,364	1440,1609,1722	417	100
795	73,82,83	852,827,957	32,61,52	760,1044,1265	186	100
796	297,216,294	12,25,25	304,308,212	28,20,32	289	100
799	20,19,9	107,120,48	50,27,9	96,68,66	195	100
803	1743,1172,1544	28,15,13	1034,945,884	13,7,9	183	100
804	1766,1198,1567	4,7,8	1045,958,903	7,4,10	187	100
805	124,141,116	4743,5502,6496	150,130,131	5735,5923,6907	463	100
806	363,337,374	0,0,0	700,731,622	0,69,0	244	100
807	13,14,8	942,895,893	22,14,19	1924,1856,1669	215	100
808	694,598,620	96,152,148	296,431,500	31,48,52	341	100
809	77,43,71	211,258,211	43,28,36	50,86,116	205	100
810	361,133,343	7,10,11	899,701,696	3,10,26	938	100
811	1479,814,1301	1117,984,1208	1467,1295,1049	1127,1089,1150	2081	100
812	9,4,7	7,0,8	6,2,3	10,16,11	303	100
813	157,63,214	409,259,510	1731,485,1152	4127,1091,3561	436	100
814	771,741,798	1,2,0	487,396,610	0,0,0	102	100
815	221,128,217	2503,2325,2720	130,121,160	1561,1316,1763	189	100
818	87,45,78	43,27,38	10,17,17	4,5,8	185	100
819	44,27,28	224,208,185	47,50,27	220,199,175	866	100
820	0,0,6	23,24,24	2,2,0	36,86,33	1803	100
821	60,29,30	7,16,5	87,37,62	9,6,9	936	100
822	9,2,11	2,1,0	11,9,4	2,2,1	353	100
823	17,21,10	4,8,12	65,64,44	46,62,36	1313	100
824	24,62,38	0,0,0	900,1004,839	0,2,6	3529	100
825	721,660,715	37,21,27	415,523,421	24,32,15	506	100
826	742,686,737	3,2,0	428,539,435	0,3,1	516	100
827	823,752,798	516,540,538	460,594,479	145,231,185	553	100
828	257,263,251	617,911,771	165,151,114	247,423,313	362	100
829	837,957,924	26,19,19	402,480,398	11,8,3	470	100
830	8,0,4	3,3,6	0,2,2	3,3,1	1550	100
831	20,10,11	149,276,213	13,9,6	198,304,194	650	100
832	987,1061,1033	4,2,0	619,498,539	0,0,1	677	100
833	1183,1177,1203	124,253,236	670,531,605	60,71,121	778	100
834	186,176,180	190,418,293	144,120,130	125,157,153	168	100
835	1296,2236,1448	258,329,381	1174,909,740	199,190,212	1607	100
836	1451,850,1351	296,304,343	1018,902,1320	99,149,196	324	100
837	1842,1088,1772	4,5,3	1254,1068,1608	14,15,29	452	100
838	775,467,796	433,398,442	495,413,607	261,303,367	178	100
841	5,5,22	6,1,3	13,7,7	0,0,0	227	100
844	406,236,244	1,1,0	347,323,229	0,0,0	1671	100
845	288,213,366	5,7,6	573,415,351	16,8,7	193	100
846	196,122,224	0,0,1	362,284,196	2,1,1	178	100
847	38,29,41	7,4,8	56,61,45	10,2,3	235	100
848	0,0,4	2,0,4	2,6,5	0,2,2	446	100
849	0,0,5	0,0,5	2,10,5	3,1,1	489	100
850	0,4,10	2,0,2	4,20,12	0,3,0	489	100
851	92,82,105	73,71,68	91,103,98	53,56,39	353	100
852	235,95,196	855,551,883	112,114,107	427,396,460	312	100
853	189,195,243	14,26,9	103,117,143	11,26,13	355	100
854	92,27,79	122,71,119	116,125,81	265,229,163	365	100
855	29,22,43	103,92,100	77,45,32	172,197,146	619	100
856	23,22,19	97,65,139	50,70,34	175,193,120	318	100
857	44,23,56	91,91,106	82,115,71	217,198,147	315	100
858	585,609,588	104025,103001,86841	418,322,367	62639,58759,70007	189	100
859	54843,43178,51539	0,2,2	32841,28933,32222	3,4,1	163	100
860	245,186,260	109456,93537,99452	175,133,132	69445,61311,66005	208	100
862	677,643,977	80,122,92	723,1115,450	120,182,127	3814	100
863	0,2,0	0,0,0	33,22,21	1,0,0	189	100
867	229,213,204	351,489,439	308,222,227	417,463,455	912	100
868	224,155,193	19242,15412,18944	132,118,121	11210,9809,13331	196	100
869	278,101,230	62,47,63	225,218,229	42,54,52	470	100
870	8,6,8	10,13,19	5,15,6	6,12,16	184	100
871	455,287,484	3,6,0	615,638,417	6,1,0	198	100
872	53,131,76	103,282,152	19,29,36	34,28,22	253	100
873	206,577,318	56,174,86	47,100,54	6,9,3	356	100
875	182,248,288	10,23,21	244,206,209	8,9,18	391	100
876	51,94,70	3,5,7	62,56,42	4,4,3	373	100
877	44,83,63	1199,1299,1317	53,42,32	1289,1215,1357	371	100
878	160,103,127	11,2,8	154,163,162	6,4,4	182	100
879	167,114,134	1018,871,1203	163,174,174	1149,1108,1029	184	100
880	21,19,15	0,0,2	10,12,13	0,0,0	201	100
881	6,4,3	1133,1028,1445	11,16,17	1398,1299,1029	252	100
882	29,28,22	240,256,341	33,36,25	270,263,269	431	100
884	68,53,62	0,1,1	67,79,43	3,0,2	976	100
885	68,53,60	0,1,0	67,77,43	0,5,1	939	100
886	66,53,59	1,9,5	64,75,40	4,2,4	904	100
888	20,19,19	682,983,718	31,22,17	551,663,687	1022	100
889	130,78,112	397,457,386	144,168,67	360,375,357	4904	100
891	10,4,7	813,511,938	12,11,15	1150,747,840	437	100
892	17,14,19	201,88,159	26,32,12	151,114,134	992	100
893	14,12,18	507,323,503	21,28,10	493,359,423	989	100
894	80,109,85	518,906,661	80,100,83	609,814,677	240	100
895	609,809,681	355,544,436	642,732,643	318,460,427	318	100
896	6708,15087,6944	42,66,35	4905,6482,6131	10,28,32	443	100
897	638,887,717	6,7,4	582,658,574	2,2,3	466	100
898	483,492,414	3,1,1	384,374,306	4,1,10	393	100
899	532,548,507	23,14,20	420,416,342	36,31,17	441	100
900	775,733,732	393,494,365	648,586,542	401,407,527	963	100
901	124,80,99	233,257,274	193,137,158	132,201,209	437	100
902	326,262,302	4,1,4	388,392,380	2,0,3	960	100
903	106,89,106	572,630,617	128,143,118	430,522,519	509	100
904	735,868,714	330,457,411	606,588,417	241,252,261	426	100
905	795,632,739	385,478,477	448,443,336	231,354,327	321	100
906	1324,1512,1361	343,296,365	920,999,718	236,282,237	886	100
907	213,176,232	569,646,743	242,271,231	286,329,302	181	100
908	264,288,353	12,21,19	201,272,210	16,7,8	206	100
909	58,73,64	623,686,738	71,132,70	315,388,327	177	100
910	562,577,588	339,366,337	467,534,415	165,219,163	289	100
911	256,357,296	548,553,649	345,472,320	344,378,340	214	100
912	942,1079,996	9,4,7	851,1100,802	24,13,17	462	100
913	732,768,760	420,399,463	560,688,525	203,257,199	271	100
914	1105,535,934	5547,5000,5152	643,644,592	3754,3816,4482	1122	100
915	23,22,25	118,163,118	12,21,17	95,101,101	238	100
917	4,8,1	98,38,70	3,4,0	148,113,70	459	100
918	36,45,25	45,146,94	178,131,284	124,147,310	424	100
922	20,18,12	11,6,8	32,27,30	13,13,5	373	100
923	598,372,461	5,2,8	483,458,386	1,3,5	2947	100
924	578,354,446	2,17,8	447,428,354	2,14,11	2562	100
929	109,67,100	104,78,139	126,161,97	96,113,64	1339	100
930	119,93,78	139,92,170	59,56,42	66,57,65	243	100
931	998,1397,1181	0,9,3	720,638,688	1,3,1	252	100
932	219,127,132	1,5,0	166,187,121	3,0,3	279	100
933	190,121,106	3,0,0	144,165,110	2,1,0	242	100
934	1804,1226,1598	1838,1531,1738	1211,1014,1014	983,950,971	709	100
935	360,257,388	0,0,2	426,429,222	2,1,3	229	100
936	85,45,117	656,957,825	106,182,70	913,1106,869	1793	100
937	6,12,14	214,255,213	10,3,4	206,217,210	213	100
938	26,22,18	0,1,0	18,28,35	0,0,0	177	100
941	323,284,400	70,62,47	76,140,127	13,16,28	273	100
942	158,139,211	7,10,18	358,445,242	10,21,18	837	100
943	112,49,110	10,10,22	214,263,143	20,26,20	635	100
944	41,85,37	42,95,63	44,68,52	29,46,42	266	100
945	71,81,136	159,106,128	177,125,117	148,200,161	363	100
946	52,63,105	7,6,9	141,91,81	4,14,7	297	100
947	343,302,419	1,0,0	485,482,444	0,0,3	460	100
948	125,79,109	251,216,245	82,73,99	153,185,195	226	100
949	142,242,179	2,4,1	196,226,146	5,4,4	287	100
950	11,17,18	0,4,9	80,106,38	8,5,2	429	100
951	258,163,277	1486,1675,1586	308,248,209	1813,1851,2192	782	100
952	3016,5645,3678	11,31,9	2823,3841,3153	16,19,13	2429	100
953	210,137,238	1097,1348,1092	294,337,367	813,975,1145	346	100
954	119,46,61	47,42,75	47,85,59	37,41,27	173	100
955	124,53,71	5,9,12	51,90,64	2,6,0	183	100
956	1409,1493,1544	2,0,0	1673,1611,1689	0,0,0	103	100
957	58,9,61	1372,1081,1505	65,37,53	1049,1057,1169	191	100
962	166,83,119	400,578,451	124,112,115	459,539,461	223	100
963	143,77,122	296,365,367	130,124,79	328,440,348	314	100
964	0,4,1	0,0,0	0,1,0	1,0,0	196	100
965	12,53,62	0,5,0	44,23,17	0,4,2	1362	100
966	6,27,18	0,1,0	20,7,9	2,0,0	657	100
967	4,13,27	0,6,4	13,15,13	3,6,1	764	100
968	3,10,21	0,2,1	13,9,11	0,2,0	682	100
970	8,56,23	0,5,1	25,29,9	1,0,1	184	100
971	8,56,23	1,3,0	25,29,9	0,0,0	187	100
972	92,114,114	0,0,1	245,416,184	4,0,0	1008	100
973	78,107,100	0,5,2	230,376,165	0,1,3	938	100
974	1436,928,1320	76,88,91	3452,4703,1930	80,129,111	11556	100
975	1317,937,1190	0,0,0	2454,2454,1467	1,0,0	5296	100
976	13408,17203,13040	1,0,2	13507,12025,16589	0,2,0	982	100
977	2,3,0	1,0,0	0,0,1	0,1,0	1705	100
978	25,23,32	8,11,11	42,47,33	20,27,11	898	100
979	2,3,2	12,22,19	9,6,8	20,25,18	244	100
980	38,27,25	2,8,0	68,72,62	6,11,5	1003	100
981	227,146,182	1089,1161,1305	349,380,442	1389,1675,1640	176	100
982	770,648,762	5,5,3	903,1004,1000	8,8,10	765	100
983	8,10,4	2,0,0	21,27,33	0,0,0	1204	100
985	451,384,656	4,9,10	516,685,671	9,7,14	190	100
986	3228,3100,3664	1,0,0	2701,2894,3107	0,0,0	203	100
987	183,257,224	2,0,0	181,185,128	1,2,0	526	100
988	226,307,262	2,0,1	206,209,150	0,0,0	569	100
989	278,368,337	2,0,0	247,244,196	0,0,0	649	100
990	714,1170,1169	5,11,2	404,557,496	9,2,6	698	100
991	620,968,1026	34,78,29	330,461,410	34,59,48	635	100
992	1417,1634,1615	5,11,8	1304,1503,1351	7,2,0	197	100
993	1436,1653,1624	82,315,155	1310,1509,1361	65,82,81	202	100
994	1309,1505,1477	17,11,20	1120,1336,1180	19,14,17	554	100
995	126,141,116	777,1153,888	50,71,63	738,830,719	394	100
996	94,52,72	8261,8674,7372	89,70,64	7257,7016,7815	414	100
999	478,586,543	0,1,0	656,835,628	0,0,0	101	100
1000	43,45,61	171,118,193	129,150,45	412,282,259	1299	100
1001	102,85,88	0,1,0	173,253,154	0,0,0	3436	100
1002	102,85,88	0,0,2	173,253,154	0,0,0	3439	100
1004	72,39,52	121,167,123	51,53,27	96,135,129	2677	100
1005	14,22,18	0,2,0	10,22,16	0,0,0	473	100
1006	28,44,47	118,145,72	14,42,32	83,121,85	804	100
1009	231,333,233	0,8,1	195,265,246	2,4,1	1005	100
1012	449,380,386	3,5,6	365,554,316	10,12,16	4725	100
1013	34,53,29	3,5,4	63,87,68	8,11,2	180	100
1014	75,26,61	4,7,4	82,63,23	10,2,2	1292	100
1015	536,359,506	274,250,327	445,672,405	283,262,237	1628	100
1016	537,361,508	1,4,9	446,674,406	3,2,0	1631	100
1017	695,491,722	3,0,0	568,815,540	3,0,1	1683	100
1018	1148,1032,1174	251,255,380	1246,1323,1183	235,221,254	2943	100
1019	702,599,725	4,2,4	764,705,718	6,7,2	1552	100
1021	447,332,398	18,8,16	706,670,623	1,21,7	186	100
1024	12,24,14	298,478,331	23,9,10	415,400,387	327	100
1025	219,228,315	0,0,0	90,123,76	0,1,0	554	100
1026	9,2,16	18,18,29	12,6,2	21,19,23	805	100
1027	3775,4214,3646	30,27,21	3942,4212,4189	35,32,31	409	100
1028	324,633,420	1166,1075,1234	241,349,212	1080,1235,1173	787	100
1029	163,138,199	8,4,10	170,159,137	7,11,3	217	100
1030	35,11,43	1144,1039,1300	38,35,22	972,1144,971	201	100
1031	23,7,35	0,0,1	25,24,15	0,0,0	168	100
1032	52,19,40	763,754,907	32,43,28	715,806,667	190	100
1033	172,101,109	137,244,228	60,59,60	221,361,193	191	100
1034	185,186,168	103,129,90	156,210,117	168,243,119	286	100
1035	349,281,288	0,0,0	381,378,226	0,2,0	479	100
1036	180,107,130	259,351,284	246,196,123	472,672,366	203	100
1037	67,60,72	0,0,3	191,167,134	0,0,0	1835	100
1038	2,1,2	2,7,4	6,11,5	0,2,0	223	100
1044	4113,2330,3561	8,5,4	4894,3183,3010	18,2,3	858	100
1045	3,4,4	11,21,13	8,46,34	121,189,81	2222	100
1046	5,0,0	2,1,0	10,14,16	20,23,37	310	100
1047	2029,2248,2200	1968,1890,2212	1567,1873,1833	1454,1586,1780	239	100
1048	1908,2142,2055	48,37,74	1476,1761,1736	54,55,52	216	100
1049	2986,3183,3172	25,30,63	2293,2686,2694	14,22,31	278	100
1050	2865,3077,3027	20,0,0	2202,2574,2597	6,0,0	255	100
1051	260,175,208	671,632,719	167,131,197	468,421,493	514	100
1052	1011,982,1070	650,588,553	916,847,783	598,502,508	1190	100
1053	1089,1061,1124	0,2,0	964,907,836	0,0,0	1755	100
1054	274,325,314	915,803,809	310,315,236	704,697,732	1092	100
1055	194,265,287	1016,800,1019	330,283,299	790,733,793	366	100
1056	21,24,22	767,804,713	15,18,31	1164,1203,1250	574	100
1057	321,263,347	6,0,0	711,763,459	5,11,6	3818	100
1059	1306,2018,1637	31,30,38	1268,1537,1711	26,27,31	649	100
1060	33,13,30	3,0,6	44,74,29	5,6,10	2802	100
1062	249,269,283	273,671,350	123,135,165	142,165,148	180	100
1063	81,69,64	192,159,162	84,83,56	117,161,151	267	100
1064	9,14,12	0,0,0	20,12,10	0,0,1	308	100
1065	3,4,5	13,15,5	8,1,2	9,12,10	255	100
1066	2,4,13	13,19,8	2,4,5	10,16,14	213	100
1067	2,8,2	5,10,11	10,8,0	6,6,13	468	100
1070	26,57,20	1,4,6	43,52,52	9,5,4	260	100
1073	14,15,13	75,77,114	15,32,17	142,154,67	766	100
1074	0,0,0	1,0,1	20,9,12	4,13,6	560	100
1075	0,0,0	21,7,9	0,1,0	109,112,134	190	100
1077	83,144,106	0,0,0	108,114,101	2,0,3	206	100
1078	114,78,127	6277,6368,6770	2,4,3	135,140,151	337	100
1082	3,7,3	153,121,157	5,0,6	144,176,104	1411	100
1083	36,128,48	26,67,32	68,87,86	61,121,83	247	100
1085	300,472,278	2,2,0	241,256,204	0,0,3	320	100
1086	618,923,533	32,51,45	439,533,404	19,27,38	962	100
1087	339,538,263	1,1,1	278,280,228	1,2,4	534	100
1088	8,7,6	863,586,998	19,20,9	1456,1732,1350	230	100
1089	0,5,2	128,178,181	3,0,0	148,136,124	191	100
1090	52,57,47	9,3,7	31,39,27	10,12,6	266	100
1091	234,124,185	8,7,7	304,260,169	8,2,3	1435	100
1092	91,50,107	670,535,588	96,86,82	700,769,782	726	100
1093	142,121,193	253,160,302	106,135,100	180,170,159	264	100
1094	2,2,0	127,92,59	3,3,1	183,145,178	244	100
1095	0,0,4	0,2,0	0,2,2	0,0,0	541	100
1096	0,0,0	0,1,0	2,0,5	0,0,0	426	100
1101	0,2,0	2,2,0	0,0,0	2,0,0	426	100
1102	105,56,86	2639,3181,2965	70,61,63	2218,1581,2321	405	100
1104	65,75,89	2586,1878,2529	81,92,61	2107,2193,1996	1101	100
1105	410,960,635	8,16,7	429,724,456	2,7,4	204	100
1107	10,0,12	27,30,29	0,0,2	5,6,5	1559	100
1108	334,182,389	1,1,5	513,515,224	3,2,2	182	100
1109	27,33,32	0,7,3	34,39,23	4,5,2	235	100
1110	64,156,106	0,0,4	129,151,132	4,2,0	507	100
1114	135,45,107	3087,2672,2937	150,98,111	3180,2816,3408	184	100
1115	615,281,499	2670,2341,2619	551,518,359	3039,2423,3153	1037	100
1116	10,9,14	198,167,177	17,9,14	185,181,208	182	100
1117	65,48,96	564,634,686	91,78,62	565,577,565	1587	100
1118	71,60,112	220,292,358	105,84,68	213,239,225	1590	100
1119	9,4,8	0,1,2	10,7,8	4,1,7	183	100
